codice,"nome associazione",sito,comune,cap,provincia,regione,categoria
147,"HOME - A.S.D. Gregorense Trinitas",http://www.gregorense.com/,,,,,1-4
148,www.gruppiarcheologicidelveneto.it,http://www.gruppiarcheologicidelveneto.it,,,,,00
149,"Gruppo Cinofilo Il Gelso",http://www.gruppocinofiloilgelso.it,,,,,4
150,"Lo Scarpone",http://www.gruppoloscarponepadova.it/,,,,,00
151,"SITO UFFICIALE GS QUICKLY",http://www.gsquickly.com,"Bassano in Teverina",1030,VT,LAZ,1-4
152,www.heritageforum.org,http://www.heritageforum.org,,,,,00
153,"Human Rights Awareness",http://www.hrawareness.org,,,,,00
154,"I Cinque Elementi Wind Ensemble",http://www.i5elementi.info/,Padova,35124,PD,VEN,1
155,"Home Page Istituto per i beni musicali in piemonte",http://www.ibmp.it,,,,,1
156,"icaro-ldv.org - sito Associazione Icaro liberi di volare Onlus",http://www.icaro-ldv.org,,,,,1
157,www.icinqueelementi.com,http://www.icinqueelementi.com,,,,,00
158,"ICIT - Istituto di Cultura Italo-Tedesco - La scuola di tedesco a Padova: Corsi di Tedesco - Lingua ",http://www.icit.it,,,,,00
159,ifeditalia,http://www.ifeditalia.org/,,,,,1
160,"Il Flâneur - Il quotidiano di Eventi e Cultura della citt� di Lecco",http://www.ilflaneur.com,Barzan�,23891,LC,LOM,1
161,"Il Ghirlandaio - Magazine di Real Estate, Arte e Architettura",http://www.ilghirlandaio.com,Roma,187,RM,LAZ,1
162,ilnotesmagico,http://www.ilnotesmagico.it,,,,,1
163,"Il sogno di Stefano",http://www.ilsognodistefano.it,Padova,35128,PD,VEN,1
164,"Imola Vivere la Musica &raquo; L&#039;offerta musicale dell&#039;area imolese	",http://www.imolaviverelamusica.it,,,,,1
165,"IMPRESA ITALIA - IL PORTALE DELLE IMPRESE ITALIANE",http://www.impresaitalia.info,,,,,00
166,"I Musici Patavini - HOME",http://www.imusicipatavini.it,,,,,1
167,"Concerti e Locali | In-Giro.net",http://www.in-giro.net,,,,,1-4
168,"Homepage | Incontragiovani Roma",http://www.incontragiovani.it,,,,,1-4
169,"Indire, sito ufficiale",http://www.indire.it,Firenze,50122,FI,TOS,1-4
170,"Informagiovani Ferrara | Home | informagiovani.fe.it",http://www.informagiovani.fe.it,Ferrara,44121,FE,EMR,1-4
171,HOME,http://www.informagiovanni.it,,,,,1
172,"Associazione &quot;INGHETTO&quot;",http://www.inghetto.it,,,,,00
173,"Homepage - Intercultura",http://www.intercultura.it,,,,,1
174,"Interensemble Home Page",http://www.interensemble.it,,,,,00
175,"Io Sono Li",http://www.iosonoli.com,Padova,35138,PD,VEN,1
176,"Insieme per la qualit� della vita",http://www.iqvpd.it/,,,,,1
177,"irfoss.it | Istituto Ricerca e Formazione nelle Scienze Sociali",http://www.irfoss.it/,,,,,1
178,"Associazione Genitori | Scuole Paritarie Padova Scuole Romano Bruni Padova",http://www.istitutobruni.com/liceo-scientifico-privato-padova-r-bruni/genitori/associazione-genitori,Padova,35128,PD,VEN,1
179,"Istituto Internazionale per la Ricerca Teatrale sede casa di Carlo Goldoni - Venezia",http://www.istitutointernazionaleperlaricercateatrale.it,,,,,1
180,"Jardin de los ninos",http://www.jardin.it/,,,,,00
181,"JIN KARATE MAKOTOKAI - ARTI MARZIALI PADOVA MAKOTOKAI SAIKOURITSU NO UGOKI KARATE DO",http://www.jindojo.it,,,,,1-4
182,"Jonas Onlus. Centro di cura anoressia, bulimia, attacchi di panico, depressione.",http://www.jonasonlus.it/,,,,,1
183,"Corsi Joomla Gratis in Veneto - Joomla Veneto",http://www.joomlaveneto.org/,,,,,1
184,"Karibu Afrika Onlus",http://www.karibuafrika.it,,,,,1-4
185,"Lifeline Italia",http://www.lifelineitalia.org,"Bassano in Teverina",12117,VT,LAZ,00
186,"LILT - Sezione Padova",http://www.liltpadova.it/,,,,,1
187,"Laboratorio di recitazione Lucia Sardo | Catania",http://www.luciasardo.it,Catania,95121,CT,SIC,1
188,MACINE,http://www.macine.net,,,,,1
189,"Maisha! ONLUS",http://www.maisha.it,Padova,8843,PD,VEN,00
190,"Mancikalalu - Onlus",http://www.mancikalalu.org,Cuneo,12100,CN,PIE,00
191,"MAPPALUNA - Ludoteca, Parco Giochi, Ristorante Pizzeria - Padova",http://www.mappaluna.it,Padova,35135,PD,VEN,1-4
192,"Marcadoc - Turismo Informazione Cultura nella Provincia di Treviso",http://www.marcadoc.com,"San Biagio di Callalta",31048,TV,VEN,1-4
193,"Associazione di volontariato Marcellino Vais O.N.L.U.S",http://www.marcellinovais.it,,,,,1-4
194,"Marche in Festa - Sagre, Fiere, Feste, Eventi della regione Marche - Eventi dal 18 al 24 Gennaio",http://www.marcheinfesta.it,Senigallia,60019,AN,MAR,1-4
195,"Marche Jazz Network",http://www.marchejazznetwork.it,,,,,1
196,"marche teatro | teatro stabile pubblico",http://www.marcheteatro.it,Ancona,60121,AN,MAR,1
197,MetaArte,http://www.metaarte.it,Padova,35137,PD,VEN,1
198,"Movimento Federalista Europeo",http://www.mfe.it,Pavia,27100,PV,LOM,1
199,Home,http://www.midasemiliaromagna.it,,,,,1-4
200,"Mideando String Quintet",http://www.mideando.it,,,,,1
201,"Museo del PRECINEMA - Collezione Minici Zotti",http://www.minicizotti.it,Padova,35123,PD,VEN,1
202,"Movimento Internazionale della Riconciliazione - sede di Padova",http://www.mirpadova.org,Padova,35137,PD,VEN,1
203,"Associazione Culturale MOMART MOstra Mercato degli ARTisti di Padova",http://www.momart.padova.it,,,,,1
204,home,http://www.momentosdealegria.org/,,,,,00
205,"Associazione Mondo Immigrati Padova",http://www.mondoimmigrati.com/,,,,,1-4
206,"Benvenuti nel sito mopl.it",http://www.mopl.it,,,,,4
207,"Tennistavolo Padova Mortise Duemila",http://www.mortise2000.it/,,,,,1-4
208,"Centro per la MINDFULNESS in Italia – MOTUS MUNDI",http://www.motusmundi.it/,,,,,1-4
209,www.muradipadova.it,http://www.muradipadova.it,,,,,00
210,"Nordic Walking Padova: Associazione Nuovi Sentieri",http://www.nordicwalkingpadova.it/,,,,,1-4
211,"Amici della musica di Padova - Home",http://www.amicimusicapadova.org,Padova,35128,PD,VEN,1
212,"BALLILATINI.IT - La Salsa in Italia! Musica e ballo latino americano caraibico",http://www.ballilatini.it,,,,,1-4
213,lesbasbleu,http://www.basbleu.it/,,,,,1
214,"Nordic Walking Patavium",http://www.nordicwalkingpd.altervista.org/,,,,,4
215,"FITeL Piemonte | Federazione Italiana Tempo Libero",http://fitel-pmt.it,Torino,10125,TO,PIE,1-4
216,"Amici della Musica Sacra - Concerti Concorsi Festival Cori e Orchestre a Roma",http://www.amicimusicasacra.com,Roma,193,RM,LAZ,1
217,"Syndrome EEC International",http://www.sindrome-eec.it/,,,,,00
218,"Il tuo matrimonio su Nozzeclick | Nozzeclick",http://www.nozzeclick.com,,,,,1-4
219,www.ammi-italia.com,http://www.ammi-italia.com,,,,,00
220,www.amnc.it,http://www.amnc.it,,,,,00
221,"HOME - formazionecontinuas JimdoPage!",http://formazionecontinua.jimdo.com/,Padova,35127,PD,VEN,1
222,"Occhio alla Notizia | Fano TV",http://www.occhioallanotizia.it,Fano,61032,PU,MAR,1
223,"aff festival internazionale del cinema documentario",http://freddeve.wix.com/remakecccp,,,,,1
224,"Amnesty International - Home",http://www.amnesty.it,Roma,185,RM,LAZ,1
225,"News | Anbima Piemonte",http://www.anbimapiemonte.it,"Venaria Reale",10078,TO,PIE,1
226,BashuCreativa,http://www.bashu.org,,,,,1
227,"A.N.D.A. - Associazione Natura Danza Ambiente",http://www.andaweb.it,Padova,35100,PD,VEN,1
228,"SIPPNET | Societ� Italiana di Psicoterapia Psicoanalitica (SIPP)",http://www.sippnet.it,Roma,198,RM,LAZ,1
229,"Officine Espressive | the world inside you",http://www.officinespressive.it/,,,,,1
230,Sismpadova.org,http://www.sismpadova.org,,,,,00
231,"Oikos-Bios luogo di Ascolto per pazienti oncologici",http://www.oikos-bios.org,,,,,00
232,"Soroptimist International Padova - sito ufficiale del Soroptimist club di Padova",http://www.soroptimistpadova.it/,,,,,00
233,"oltre lo sport",http://www.oltrelosport-padova.it,,,,,1-4
234,www.sosafrica-pd.org,http://www.sosafrica-pd.org,,,,,00
235,"Cappella Musicale della Beata Vergine",http://www.beatavergine.org,,,,,1
236,"Sito ufficiale di Andrea Nao",http://www.andreanao.it/,Baone,35030,PD,VEN,1
237,www.beati.org,http://www.beati.org,,,,,00
238,www.olympiavolley.com,http://www.olympiavolley.com,,,,,00
239,"Pagina di Benvenuto - ANFFAS ONLUS PADOVA",http://www.anffaspadova.it/,,,,,00
240,Bel.Teatro,http://www.belteatro.it,,,,,1
241,"Bethania Hospital Services AsMT - Chi siamo",http://www.bethaniahospitalservicesasmt.org,,,,,00
242,"Associazione Sound | Scuole di musica Pontassieve, Firenze, Valdisieve, Mugello",http://www.sound-musiche.it,Pontassieve,50065,FI,TOS,1
243,"BIBLIOTECA dello SPORT di PADOVA",http://www.bibliotecadellosport.it,,,,,4
244,"Associazione Musicale Angelo Mariani",http://www.angelomariani.org,,,,,1
245,"Aziende e servizi Gambettola",http://gambettola.1254.it,Gambettola,56150,FC,EMR,00
246,"Homepage &mdash; E-R Istituto per i beni artistici culturali e naturali",http://ibc.regione.emilia-romagna.it,Bologna,40127,BO,EMR,1-4
247,"Opera Edimar - HOME",http://www.operaedimar.org,Padova,35136,PD,VEN,00
248,Biorekk,http://www.biorekk.org,Padova,35141,PD,VEN,1
249,"Spazio Con Tatto - Chi siamo",http://www.spaziocontatto.net/,,,,,1-4
250,Home,http://www.stagionearmonica.it,,,,,00
251,"IMSLP/Petrucci Music Library: Free Public Domain Sheet Music",http://imslp.org,,,,,00
252,"Cerco Lavoro | una ricerca. tutti i lavori. Indeed",http://it.indeed.com,,,,,00
253,"BlueCommunity - Elenco artisti, professionisti, aziende, Enti, eventi: Musica, Spettacolo, Arte visi",http://www.bluecommunity.it,,,,,1
254,"Borgo Altinate",http://www.borgoaltinate.it/,,,,,1
255,"AICA - Accademia Internazionale della Cultura e delle Arti | home&nbsp;|&nbsp;Keyword",http://www.orchestragiovaniledelveneto.it,,,,,1
256,"Stones Bike - I Cimosai - Squadra Corse",http://www.stonesbike.it/,,,,,00
257,"Monitoraggio Spettacolo Veneto",http://www.osservatoriospettacoloveneto.it,,,,,1
258,"Brescia - Brescia On Line - Il Portale di Brescia",http://www.bresciaonline.it,Brescia,25121,BS,LOM,1-4
259,"cabaret veneto satira politica cultura tradizioni :: le Bronse Querte",http://www.bronsequerte.it,Padova,35128,PD,VEN,1
260,"Studio Associato Attori - Benvenuti a Casa nostra",http://www.studioattori.it,Genova,16137,GE,LIG,1
261,"BuonaCausa.org - raccolte fondi, fundraising, crowdfunding, appelli e attivismo online",http://www.buonacausa.org,,,,,1
262,Home,http://www.cadelfa.it,,,,,1
263,Anica,http://www.anica.it,Roma,198,RM,LAZ,1
264,"Asd Calcio Veneto For Disable",http://www.calciovenetofd.it/,,,,,1-4
265,studirosacrociani.com,http://www.studirosacrociani.com,,,,,00
266,"Aziende e servizi in Marche",http://marche.1254.it,"Ascoli Piceno",63100,AP,MAR,00
267,"Associazione Nazionale Maestri di Ballo",http://www.anmb.net,Modena,41126,MO,EMR,1
268,Home,http://www.studyoyoga.it,Padova,35123,PD,VEN,00
269,"Circolo Overlord &#8211; Padova: giochi da tavolo, giochi di ruolo, strategia e simulazione - Circol",http://www.overlord.it,,,,,1
270,"Corsi di Tai Chi Chuan a Padova del Masetro Xu Xin",http://www.taichi-wudang.com/,,,,,1
271,"Marche Solidali | Coordinamento organizzazioni marchigiane di cooperazione e solidariet� internazion",http://marchesolidali.com,Ancona,60131,AN,MAR,1
272,"Cambioscena - Home",http://www.cambioscena.com/,,,,,1
273,"Homepage | Tam Teatromusica",http://www.tamteatromusica.it/,Padova,35138,PD,VEN,1
274,"M.I.CH.A. Scacchi Padova",http://micha-scacchipadova.blogspot.it/,,,,,1-4
275,"Associazione di Nuoto per Portatori di Handicap Onlus",http://www.anpha.it,Padova,35127,PD,VEN,4
276,"..:: AVSC.it ::.. Associazione Veneta Scout Cattolici",http://www.avsc.it,,,,,00
277,mirepiemonte.org,http://mirepiemonte.org,,,,,1
278,"www.noprofit.org - Il sito del no profit italiano",http://www.noprofit.org,,,,,00
279,"Oxfam Italia",http://www.oxfamitalia.org/,Arezzo,52100,AR,TOS,1
280,..::PADOVADANZA:::.,http://www.padovadanza.it,,,,,1-4
281,"A.M.I.C.I. Veneto",http://www.amiciitalia.org/veneto,,,,,00
282,"PadovaDonne | L&#039;informazione al femminile",http://www.padovadonne.it/,,,,,1-4
283,"Padova Jazz - Home",http://www.padovajazz.com,,,,,00
284,Home,http://www.sfe-pd.it/,Padova,35139,PD,VEN,1
285,"Associazione Padovana Ornicoltori",http://www.padovaorni.it/,"Campagna Lupia",30010,VE,VEN,1-4
286,"Amici della Musica Firenze",http://www.amicimusica.fi.it,Firenze,50123,FI,TOS,1
287,"Amici della musica - Udine",http://www.amicimusica.ud.it,Udine,33100,UD,FVG,1
288,"CNGEI Sezione di Padova —",http://padova.cngei.org/,Padova,35141,PD,VEN,00
289,"Corsi professionali e amatoriali di Shiatsu - Scuola Internazionale di Shiatsu Italia",http://www.shiatsu.it/,Verona,37124,VR,VEN,1
290,"Anpi Padova",http://www.anpi-padova.it/,,,,,1
291,"Antéros &#8211; Associazione Gay Lesbica Bisessuale Transessuale Padova Antéros - Associazione Gay",http://www.anterospadova.it/,,,,,1-4
292,"Shinynote - Cambiamo il mondo una storia alla volta",http://www.shinynote.com,,,,,1-4
293,"Padova Ricama",http://www.padovaricamalarte.it/,,,,,1
294,Presentazione,http://www.antichi-mestieri.it,Padova,35129,PD,VEN,00
