"sito associazione",telefono,tipo
http://www.acliemiliaromagna.it/,051254612,0
http://www.aclimodena.it,059360829,0
http://www.acquadela.it/,051435610,0
http://www.acquadela.it/,0516141266,0
http://www.admoemiliaromagna.it,0594224413,0
http://www.adottando.it/,0513399199,0
http://www.adottando.it/,3335059067,1
http://www.aeca.it,051355174,0
http://www.aeca.it,051372143,0
http://www.aeroclubcarpi.it,059660080,0
http://www.aeroclubsassuolo.it,0536806651,0
http://www.afifamiglia.it,0454850842,0
http://www.africalibera.com,33070000284,1
http://www.africalibera.com,3335955695,1
http://www.africanelcuore.it,3356000524,1
http://www.afrikatwende.it,348-5844814,1
http://www.agd-bo.net/it/,051.956818,0
http://www.agd-bo.net/it/,329.2942245,1
http://www.agd-bo.net/it/,333.2213932,1
http://www.agd-bo.net/it/,340.7267581,1
http://www.agefidenza.it,052483333,0
http://www.agefidenza.it,338-3382886,1
http://www.agefidenza.it,338.3382886,1
http://www.ageop.org,00390513096,0
http://www.ageop.org,00390513996,0
http://www.ageop.org,051307305,0
http://www.ageop.org,051399621,0
http://www.ageop.org,0514292418,0
http://www.ageop.org,0516494734,0
http://www.agimi.org,02008798610,0
http://www.aiabologna.it/,051.534863,0
http://www.aiabologna.it/,051.535153,0
http://www.aias.parma.it,0521-282701,0
http://www.aiasbo.it/,02376540379,0
http://www.aiasbo.it/,"051 450729",0
http://www.aiasbo.it/,"051 454727",0
http://www.aiasbo.it/,"051 466105",0
http://www.aiasbo.it/,051450729,0
http://www.aiasbo.it/,051454727,0
http://www.aiasbo.it/,051466105,0
http://www.aiaspiacenza.it,0523609514,0
http://www.aiasport.it/,335-6583608,0
http://www.aibat.it,0521282456,0
http://www.aibat.it,3409493214,1
http://www.aibat.it,3485630006,1
http://www.aicat.net,089405484,0
http://www.aiccon.it,0543374676,0
http://www.aice-epilessia.it,051514032,0
http://www.aicemiliaromagna.it,059454462,0
http://www.aicqer.it,0510544854,0
http://www.aicqer.it,3355745309,1
http://www.aicsbologna.it/,051503498,0
http://www.aicser.altervista.org,051400337,0
http://www.aicsmodena.it,0592153787,0
http://www.aicsmodena.it,059217497,0
http://www.aicsmodena.it,059220855,0
http://www.aidalabs.com,3338954485,1
http://www.aidalabs.com,389.0596888,1
http://www.aiditalia.org,04344650371,0
http://www.aiditalia.org,051199800,0
http://www.aiditalia.org,051242919,0
http://www.aiditalia.org,0516393194,0
http://www.aidoroccabianca.it,06230658800,0
http://www.aifo.it/,051434046,0
http://www.aifo.it/,0514393211,0
http://www.aifo.it/,800550303,0
http://www.aiher.it,0547335935,0
http://www.aiher.it,3887960621,1
http://www.aikidocarpi.org,059688998,0
http://www.aikidocarpi.org,3292115053,1
http://www.aikidoclub.it,393-4599095,1
http://www.ail-ferrara.it/,0532236012,0
http://www.ail-ferrara.it/,0532236986,0
http://www.ail-ferrara.it/,3472969487,1
http://www.ailbologna.it,051397483,0
http://www.ailmodena.org,0594222356,0
http://www.ailmodena.org,059450021,0
http://www.ailmodena.org,3281741345,1
http://www.ailravenna.it,0544280105,0
http://www.ailravenna.it,0544408913,0
http://www.aimareggioemilia.it,0522335033,0
http://www.aina.sitiwebs.com,3398673214,1
http://www.aipaf.org,0543917434,0
http://www.aislamodena.it,0592033840,0
http://www.aism.it/rimini,0541-690940,0
http://www.aism.it/rimini,335-7642764,1
http://www.aispaitalia.it/,3331661295,1
http://www.aispaitalia.it/,3385884997,1
http://www.aispaitalia.it/,3471719895,1
http://www.aiutiamoli.eu,0410000857,0
http://www.aiutiamoli.eu,0627023801,0
http://www.aiutiamoliavivere.it,0744-220079,0
http://www.aiutiamoliavivere.it,0744.220079,0
http://www.aiutiamoliavivere.it,0744.279560,0
http://www.al3teste.com/,339.2801026,0
http://www.alberoazzurroonlus.org,0522.242063,0
http://www.alberoazzurroonlus.org,0522.242631,0
http://www.alcolistianonimi-emiliaromagna.it/,051.224703,0
http://www.aldiladelmuro-mo.org,0598754059,0
http://www.aldiladelmuro-mo.org,3928885291,1
http://www.aliantecoopsociale.it,059.8831511,0
http://www.aliantecoopsociale.it,059.8831550,0
http://www.alicebologna.it,3483197872,0
http://www.alicecarpionlus.org,059651894,0
http://www.alicecarpionlus.org,3272036045,1
http://www.aliceferrara.org,0532239070,0
http://www.alicemodenaonlus.org,059260486,0
http://www.alicemodenaonlus.org,3345869960,1
http://www.alicemodenaonlus.org,3471546412,1
http://www.aliceparma.org,0521-270101,0
http://www.aliceravenna.org,3388917912,1
http://www.aliceravenna.org,3890977365,1
http://www.alisei.com/,051.550824,0
http://www.alisei.com/,051.550826,0
http://www.alisei.com/,051.6494555,0
http://www.alisoccorso.it/,0543764260,0
http://www.altercoop.it/,02469810374,0
http://www.altercoop.it/,051532272,0
http://www.altercoop.it/,051538750,0
http://www.altercoop.it/,3288174307,0
http://www.altercoop.it/,3318545681,0
http://www.altercoop.it/,3335853794,0
http://www.altercoop.it/,335354991,0
http://www.altercoop.it/,335415547,0
http://www.altercoop.it/,335495605,0
http://www.altercoop.it/,3355254330,0
http://www.altercoop.it/,3355445558,0
http://www.altercoop.it/,3356200909,0
http://www.altercoop.it/,3356688343,0
http://www.altercoop.it/,3357551621,0
http://www.altercoop.it/,3453013522,0
http://www.altercoop.it/,3473389711,0
http://www.altercoop.it/,3484936260,0
http://www.altercoop.it/,3929806556,0
http://www.altferrara.it,0532-470852,0
http://www.alzheimerimola.it/,(0542-604253,0
http://www.alzheimerimola.it/,(393-0295946,1
http://www.alzheimerimola.it/,0542-604253,0
http://www.alzheimerrimini.net,054128142,0
http://www.alzheimerrimini.net,3357360352,1
http://www.alzheimerrimini.net,338.2332900,1
http://www.alzheimerrimini.net,3387405332,1
http://www.alzheimerrimini.net,3388482458,1
http://www.alzheimerrimini.net,3493701459,1
http://www.amaamarcordsanpietro.it/,3332225965,1
http://www.amache-bahia.it,06506556565,0
http://www.amaci.it,051308862,0
http://www.amaci.it,0516363657,0
http://www.amaferrara.it,0532792097,0
http://www.amaferrara.it,0532799552,0
http://WWW.AMAHORO.PC.IT,0523781941,0
http://www.ambologna.it/,3381852679,1
http://www.amicaassistenza.com,0536-942052,0
http://www.amicaassistenza.com,380-7548015,1
http://www.amicambo.org/,00390514365,0
http://www.amicibambinipadrejohn.org/,3207519279,1
http://www.amicicani.com,05211854185,0
http://www.amicicani.com,05211854595,0
http://www.amicicani.com,3454190523,1
http://www.amicicani.com,3454190524,1
http://www.amicidelcanefiorenzuola.it,0523-248200,0
http://www.amicidelcanefiorenzuola.it,334-8042058,1
http://www.amicidelfontanone.it,0546699511,0
http://www.amicidelfontanone.it,0546699540,0
http://www.amicidelfontanone.it,3337665200,1
http://www.amicidelmozambico.it,0544-582472,0
http://www.amicidelmozambico.it,0544-582839,0
http://www.amicidelperu.com,0141538240,0
http://www.amicidelperu.com,0141538325,0
http://www.amicidelperu.com,059686678,0
http://www.amicidelperu.com,3381421127,1
http://www.amicidelperu.com,3401038852,1
http://www.amicidelperu.com,3402482552,1
http://www.amicidibologna.it,051226427,0
http://www.amicidicasainsieme.it,0547691695,0
http://www.amicidigiana.org,0512194833,0
http://www.amicidigigi.it,0541810140,0
http://www.amicidigigi.it,0541812258,0
http://www.amicidiluca.it,0131051-6494,0
http://www.amicidiluca.it,051-6494570,0
http://www.amicidiluca.it,800998067,3
http://www.amiciditamaraedavide.it/,329.7709673,1
http://www.amiciditamaraedavide.it/,339-3237499,1
http://www.amicihospiceforli.it,0543377011,0
http://www.amicipadrepinionlus.org,059-784526,0
http://www.amicipadrepinionlus.org,059-7861647,0
http://www.amiciperlavita.it,059572594,0
http://www.amicipiccolefiglie.it,0521901250,0
http://www.amicipiccolefiglie.it,0521901252,0
http://www.amiciteatrimodenesi.it,059211155,0
http://www.ammi-italia.it/,0516478288,0
http://www.ammi-italia.it/,3474963020,1
http://www.ammi-italia.it/,3490854951,1
http://www.ammi-italia.it/,3668158175,1
http://www.ammpforlung.it,0543.735225,0
http://www.amnestybologna.it/,3384475947,1
http://www.amonovecomuni.it,0220001032,0
http://www.amonovecomuni.it,0535.602841,0
http://www.amurt.it,037.542777,0
http://www.amurt.it,338.2706837,1
http://www.anaparma.it,0521-285490,0
http://www.anaste-er.com,051.6487524,0
http://www.anaste-er.com,051.6487673,0
http://www.anatroccolorosa.it,3494579812,1
http://www.ancoraservizi.it,0516336168,0
http://www.ancoraservizi.it,0516370201,0
http://WWW.ANCVALCONCA.IT,3454758295,1
http://WWW.ANCVALCONCA.IT,3454758416,1
http://www.andosfidenza.it,0521822424,0
http://www.andosfidenza.it,3472979171,1
http://www.andreaeicorsaridellamaratona.com,0220009608,0
http://www.andreaeicorsaridellamaratona.com,0515612602,0
http://www.anedbo.it/,051220488,0
http://www.anedbo.it/,3311097077,1
http://www.anesernovi.it,059676545,0
http://www.anffas.net,063212383,0
http://www.anffasmodena.it,059.216.977,0
http://www.anffasmodena.it,059.230.062,0
http://www.anffasmodena.it,059.450.022,0
http://www.anffasmodena.it,059.454.335,0
http://www.angsaparma.net,06230659500,0
http://www.aniepnazionale.it/,051237752,0
http://www.animaleamico.com,03970440096,0
http://www.animalfreedom.it,345.6414351,1
http://www.animalrescueteam.it,0544.582489,0
http://www.animalrescueteam.it,339.5605175,1
http://www.animosa.it,3200427527,1
http://www.animosa.it,3313793401,1
http://www.anipi-emiliaromagna.it,331-6363231,1
http://www.anipi-emiliaromagna.it,340-6658671,1
http://www.anmb.net,02093050363,0
http://www.anmil.it/,051521104,0
http://www.anpana.it,062311036,0
http://www.anpasemiliaromagna.org/,0516347184,0
http://www.anpasemiliaromagna.org/,0516350118,0
http://www.anpaspiacenza.it,0523-610883,0
http://www.anpaspiacenza.it,0523-614422,0
http://www.ant.it,051377586,0
http://www.ant.it,0517190111,0
http://www.antalpallavicini.org,0516418880,0
http://www.antalpallavicini.org,0516418884,0
http://www.antoniano.it,051341844,0
http://www.antoniano.it,0513940202,0
http://www.antoniano.it,0513940205,0
http://www.antoniano.it,0513940206,0
http://www.antoniano.it,0513940211,0
http://www.antoniano.it,0513940212,0
http://www.antoniano.it,0513940216,0
http://www.antoniano.it,0513940220,0
http://www.antoniano.it,0513940237,0
http://www.antoniano.it,0513940238,0
http://www.antoniano.it,0513940239,0
http://www.antoniano.it,0513940247,0
http://www.antr.it/,0771510822,0
http://www.antr.it/,3383657585,1
http://www.antr.it/,3386363954,1
http://www.antr.it/,3394264651,1
http://www.anvvfc.it,3398208326,1
http://www.aosp.bo.it,02553300373,0
http://www.aovam.it,0541846119,0
http://www.aovam.it,0541926307,0
http://www.apacgattile.it,06230114190,0
http://www.apco.altervista.org,0541944754,0
http://www.apco.altervista.org,0541946087,0
http://www.apco.altervista.org,3383344923,1
http://www.apco.altervista.org,3392655801,1
http://www.apdic.it/,3458491152,1
http://www.apeiron-aid.org,3403192188,1
http://www.apeonlus.net,051-6177443,0
http://www.apeonlus.net,051-6199256,0
http://www.apg23.org,0461557299,0
http://www.apg23.org,0462601031,0
http://www.apg23.org,0462601320,0
http://www.apg23.org,0541372154,0
http://www.apg23.org,0541708575,0
http://www.apg23.org,0541753000,0
http://www.apg23.org,0541788286,0
http://www.apg23.org,0541909600,0
http://www.apg23.org,0541909637,0
http://www.apg23.org,0541909700,0
http://www.apg23.org,0541909701,0
http://www.apg23.org,0541954133,0
http://www.apg23.org,0541972466,0
http://www.apg23.org,0541972477,0
http://www.apg23.org,0543404693,0
http://www.apg23.org,0543415911,0
http://www.apg23.org,3468535195,1
http://www.apg23.org,800629639,3
http://www.apleucemielinfomi.it,0523-320462,0
http://www.apnu.it,3403709215,1
http://www.apomodena.it,3469403663,1
http://www.architettidistrada.it/,0514124176,0
http://www.archivioleonardi.it,059820010,0
http://www.arcibologna.it,01903161204,0
http://www.arcibologna.it,051.521905,0
http://www.arcibologna.it,051.521939,0
http://www.arcibologna.it,051.6491408,0
http://www.arcibologna.it,051.825127,0
http://www.arcibologna.it,051521905,0
http://www.arcibologna.it,051521939,0
http://www.arcibologna.it,0516347197,0
http://www.arciferrara.org,0532249921,0
http://www.arciforli.org/arcisolidale,0543123456,0
http://www.arciforli.org/arcisolidale,0543409483,0
http://www.arcigaymodena.org,059.8750811,0
http://www.arcigaymodena.org,3348926465,1
http://www.arcigaymodena.org,3429372647,1
http://www.arcigaymodena.org,3458755395,1
http://www.arcigaymodena.org,3467504103,1
http://www.arcigaymodena.org,3487669298,1
http://www.arcigaymodena.org,3493292443,1
http://www.arcimodena.org,0592924711,0
http://www.arcimodena.org,0592924770,0
http://www.arcimodena.org,059925379,0
http://www.arcimodena.org,059928153,0
http://www.arcisolidarieta.it,0522392137,0
http://www.arcisolidarieta.it,0522553432,0
http://www.arcisolidarieta.it,07058128000,0
http://www.arcobalenoweb.org,0541.778424,0
http://www.arcobalenoweb.org,0541.791159,0
http://www.arcoiriscoop.it/,02508331200,0
http://www.arcoiriscoop.it/,051-903429,0
http://www.arcoiriscoop.it/,051-903439,0
http://www.arimodena.it,0595967707,0
http://www.arimodena.it,0595967727,0
http://www.armoniapiacenza.it,0523-385866,0
http://www.armonieinteriori.com,3479763068,1
http://www.armonieinteriori.com,3489903005,1
http://www.arop.it,0541705778,0
http://www.artcurepalliative.com,0523076167,0
http://www.artcurepalliative.com,0523917686,0
http://www.arteesalute.org/,051224420,0
http://www.arteesalute.org/,0512919120,0
http://www.arteportici.it,0514070270,0
http://www.as2000.it,051467068,0
http://www.as2000.it,051774853,0
http://www.as2000.it,3386427023,1
http://www.as2000.it,3663130773,1
http://www.as2000.it,3803774897,1
http://www.ascbologna.it/,338-9174706,1
http://www.ascozola.net,3290444298,1
http://www.ascozola.net,3485143201,1
http://www.asdlupi.it,3333095804,1
http://www.asiamodena.it,(059454367,0
http://www.asiamodena.it,059454367,0
http://www.asilorosati.weebly.com,0521.255140,0
http://www.asitoi.it/,3460866660,1
http://www.asopen.it,0516360670,0
http://www.aspati.org,0524515239,0
http://www.aspati.org,0524515405,0
http://www.aspbologna.it/,0512966211,0
http://www.asphi.it,051224116,0
http://www.asphi.it,051277811,0
http://www.asphi.it/,02411471200,0
http://www.asphi.it/,051277811,0
http://www.aspirides.it/,051-6210000,0
http://www.aspirides.it/,051-6210008,0
http://www.ass-coop.it,03557730375,0
http://www.ass-coop.it,051226838,0
http://www.ass-coop.it,051231995,0
http://www.asscarossa.altervista.org,348-5921475,1
http://www.assclama.org,0544436202,0
http://www.assclama.org,0544453095,0
http://www.assclama.org,0544482999,0
http://www.assclama.org,333-1528647,1
http://www.assclama.org,3483550012,1
http://www.assclama.org,349-6123736,1
http://www.assclama.org,3494753673,1
http://www.assclama.org,800099577,3
http://www.assdiabre.it,0522432276,0
http://www.assemblea.emr.it,051.5275226,0
http://www.assiemi.it,3396244266,1
http://www.assiprov.it,0547612612,0
http://www.assistenzaanzianibologna.com/,051530757,0
http://www.assistenzaanzianibologna.net/,0519913095,0
http://www.assistenzaanzianibologna.net/,3488886036,1
http://www.assoamici.it/,3343989974,1
http://www.assochernobyl.it,320-0539716,1
http://www.associazione-amar.org,0543.705338,0
http://www.associazione-amar.org,3480935818,1
http://www.associazione-nonsoloscuola.it,059826242,0
http://www.associazioneacodaalta.it,3311326850,1
http://www.associazioneamicidimariarosa.org/,0510420246,0
http://www.associazioneamicidimariarosa.org/,0516199937,0
http://www.associazioneamicidimariarosa.org/,3338767910,1
http://www.associazioneamicidimariarosa.org/,3397607564,1
http://www.associazioneamicidimariarosa.org/,3478820459,1
http://www.associazioneaquila.it/,379-3091283,1
http://www.associazionearcus.it,0598751011,0
http://www.associazionearianne.it/,02008024320,0
http://www.associazionearianne.it/,3484502578,1
http://www.associazioneassofa.org,0523.388003,0
http://www.associazionebriciole.it,0522.046995,0
http://www.associazionebubulina.org,0312723800,0
http://www.associazionecomunicattive.org,0514070575,0
http://www.associazionecomunicattive.org,0516493772,0
http://www.associazionecomunicattive.org,3923457410,1
http://www.associazionecucciolo.it,051344157,0
http://www.associazionediversamente.org,051.307.049,0
http://www.associazionediversamente.org,348.3253366,1
http://www.associazionediversamente.org,3497061984,1
http://www.associazioneforum.com/,0516948204,0
http://www.associazioneforum.com/,051948390,0
http://www.associazionegiulia.com,348.4713293,1
http://www.associazionegiulia.com,3484713293,1
http://www.associazioneilpuntorosa.it,3273280074,1
http://www.associazioneilpuntorosa.it,3394040696,1
http://www.associazioneincontro.org,3483945227,1
http://www.associazioneiocisono.it/,051.473441,0
http://www.associazioneiocisono.it/,335.7965534,1
http://www.associazioneiocisono.it/,339.4986690,1
http://www.associazioneiocisono.it/,346.3151948,1
http://www.associazionelatex.com,3385940747,1
http://www.associazioneletizia.com,0544.421069,0
http://www.associazioneletizia.com,392.0774603,1
http://www.associazionelospecchio.org,0532-760868,0
http://www.associazionelospecchio.org,0532-975828,0
http://www.associazionelospecchio.org,0532.760868,0
http://www.associazionelospecchio.org,07072130010,0
http://www.associazionelospecchio.org,328-9050216,1
http://www.associazionemalationcologici.org,059659965,0
http://www.associazionemalationcologici.org,3355480177,1
http://www.associazionemargherita.org/,0517165730,0
http://www.associazionenoe.org,059355386,0
http://www.associazionenoe.org,3288389794,1
http://www.associazionenova.org/,041-5461864,0
http://www.associazionenovart.com,051.6234120,0
http://www.associazionenovart.com,333.3928876,1
http://www.associazionenovart.com,339.5267404,1
http://www.associazionepazientitiroidei.it,059-657001,0
http://www.associazionepazientitiroidei.it,059-657044,0
http://www.associazionepazientitiroidei.it,331-4328447,1
http://www.associazionepiccolomondo.org,3900000000,1
http://www.associazionernesto.it,0542610128,0
http://www.associazionernesto.it,0667792167,0
http://www.associazionernesto.it,800.002.393,3
http://www.associazionescilla.it,0536961521,0
http://www.associazionescilla.it,0536961621,0
http://www.associazionescilla.it,0536970576,0
http://www.associazionescilla.it,3393959487,1
http://www.associazionesegno.com,0541980162,0
http://www.associazionesegno.com,3477897827,1
http://www.associazionesegno.com,3479819105,1
http://www.associazionesegno.com,3491879652,1
http://www.associazionesegno.com,3939234302,1
http://www.associazionestarbene.org,0536846400,0
http://www.associazionetraumiparma.it,0521.637146,0
http://www.associazioneverbamanent.it,051.520045,0
http://www.associazioneverbamanent.it,051346464,0
http://www.associazioneverbamanent.it,3468776675,1
http://www.associazioneverbamanent.it,3662978934,1
http://www.associazionevittoriotison.org,0543739041,0
http://www.associazionevittoriotison.org,0543739249,0
http://www.associazioni.carpidiem.it/csvcarpi/avo.html,059.659432,0
http://www.associazioni.carpidiem.it/csvcarpi/avo.html,059.682809,0
http://www.assocuore.net,0547611169,0
http://www.assonanza.it,347-9001198,0
http://www.assopacepalestina.org,3397125676,1
http://www.asssde.com,0536-812984,0
http://www.astrocavezzo.it,335-6291384,1
http://www.astrofiliimolesi.it,3343156302,1
http://www.asvm.it,059212003,0
http://www.asvm.it,059238017,0
http://www.atcomonline.it,0516429301,0
http://www.atcomonline.it,3334723916,1
http://www.ater.emr.it,059340221,0
http://www.ater.emr.it,059342802,0
http://www.atleticamds.it,0536071784,0
http://www.atleticamds.it,3391909915,1
http://www.aua.it,049661788,0
http://www.aua.it,0498363373,0
http://www.auseremiliaromagna.it,800995988,3
http://www.auseremiliaromagna.it/sedi/Faenza,800995988,3
http://www.auseremiliaromagna.it/sedi/Ferrara,800995988,3
http://www.auseremiliaromagna.it/sedi/Parma,800995988,3
http://www.auserforli.it,0543404912,0
http://www.auserforli.it,3371079291,1
http://www.auserforli.it,800995988,3
http://www.ausermodena.it,0592138855,0
http://www.ausermodena.it,059237824,0
http://www.auserpiacenza.it,0523.306134,0
http://www.auserpiacenza.it,0523.320761,0
http://www.ausilioteca.org/,051-6597711,0
http://www.ausilioteca.org/,051-6597737,0
http://www.ausl.bologna.it,02406911202,0
http://www.ausl.bologna.it,051.6225111,0
http://www.ausl.bologna.it,0516225111,0
http://www.autautreggioemilia.it,0522458811,0
http://www.avapmaranello.org,0536943043,0
http://www.avapmaranello.org,0536945920,0
http://www.avapmontefiorino.org,0536965148,0
http://www.avapmontefiorino.org,0536965969,0
http://www.avapserramazzoni.it,05034670300,0
http://www.avapserramazzoni.it,06230670300,0
http://www.avdreggioemilia.it,0522-339029,0
http://www.avdreggioemilia.it,329-6458501,1
http://www.avfiorano.it,0536838245,0
http://www.avfiorano.it,0536910386,0
http://www.avis.re.it,0522295452,0
http://www.avis.re.it,0522451075,0
http://www.avisalseno.it,0523949443,0
http://www.aviscalerno.it,3402352960,1
http://www.aviscalerno.it,3454997140,1
http://www.aviscarpi.it,059650303,0
http://www.aviscarpi.it,3351420417,1
http://www.aviscasalgrande.wordpress.com,0522996100,0
http://www.aviscasalgrande.wordpress.com,3317546088,1
http://www.aviscesena.it,0547369342,0
http://www.aviscesena.it,0547613193,0
http://www.aviscodigoro.org,0533714083,0
http://www.aviscodigoro.org,3206657021,1
http://www.aviscollecchio.it,0521805528,0
http://www.aviscomunalerimini.it,0541-389090,0
http://WWW.AVISFIDENZA.IT,0524522579,0
http://www.avisformigine.it,059557480,0
http://www.avisformigine.it,059572718,0
http://www.avisgossolengo.it,0523779016,0
http://www.avislugo.it,0544421180,0
http://www.avislugo.it,800331144,3
http://www.avismedesano.it,0525421454,0
http://www.avismontecchioemilia.it,0522862437,0
http://www.avismonticellidongina.org,0523-490876,0
http://www.avismonticellidongina.org,0523-827235,0
http://www.avismonticellidongina.org,0523-827364,0
http://www.avismonticellidongina.org,320-2955094,1
http://www.avispodenzano.it,0523556121,0
http://www.avisportomaggiore.it,0532.811708,0
http://www.avisportomaggiore.it,0532811708,0
http://WWW.AVISSANSECONDO.IT,0521872372,0
http://WWW.AVISSANSECONDO.IT,0521981385,0
http://www.avissassuolo.it,0536812674,0
http://www.avissassuolo.it,0536812682,0
http://www.avissassuolo.it,3346554573,1
http://www.avissorbolo.it,0521694057,0
http://www.avissorbolo.it,0521698928,0
http://www.avisvignola.it,059763211,0
http://www.avocesena.it,348.4669589,1
http://WWW.AVOFO.IT,0547612612,0
http://www.avomodena.it,059436097,0
http://www.avopiacenza.it,0523302672,0
http://www.avoprorit.org,0521293285,0
http://www.avoprorit.org,0521948542,0
http://www.avpcdeltapo.org,333-8453190,1
http://www.axa-affidi.it,052462324,0
http://www.babel-onlus.org,059982353,0
http://www.babel-onlus.org,3385495232,1
http://www.babysittertatameri.com,3274550170,1
http://www.balorda.biz,059688155,0
http://www.balorda.biz,3398715293,1
http://www.balorda.biz,3477090053,1
http://www.bancaiuti.it,3333045052,1
http://www.bancatempomodena.it,059367.320,0
http://www.bancoalimentare.it/index.php,3402411074,1
http://www.bancoartigiano.com/,051236688,0
http://www.bancobologna.org/,3883029922,1
http://www.bancocesena.org,334.3795214,1
http://www.bandadimodena.it,059826762,0
http://www.bandadimodena.it,3392048292,1
http://www.bandieragialla.it,051400024,0
http://www.basescoutvalcinghiana.org,3356925498,1
http://www.battitodalia.it,3294746031,1
http://www.baubauadottami.it,320.4355755,1
