codice,"nome associazione",sito,comune,cap,provincia,regione,categoria
560,"Agenzia Ambiente e Cultura di Bologna",http://agenzia.8m.com/,Monghidoro,40063,BO,EMR,0
565,"Dal 1972 nel Mondo per Vincere Fame e PovertA - Cefa Onlus",http://www.cefaonlus.it,Bologna,40122,BO,EMR,1
567,"Accaparlante e Centro Documentazione Handicap",http://www.accaparlante.it/,Bologna,40127,BO,EMR,4
570,"*** BENVENUTI IN ASSOCIAZIONE AIP ***",http://www.associazioneaip.org,Bologna,40121,BO,EMR,0
576,"AIAS Bologna Onlus",http://www.aiasbo.it/,Bologna,40139,BO,EMR,0
577,"Associazione Astrofili Imolesi",http://www.astrofiliimolesi.it/,Imola,40026,BO,EMR,0
578,"il martin pescatore - Home",http://www.ilmartinpescatore.org,Argelato,40050,BO,EMR,1
581,"EMI Editrice Missionaria Italiana, vendita libri online, ebook, libri religiosi, libri missionari, e",http://www.emi.it,Bologna,40128,BO,EMR,0
583,"Cooperativa Sociale SocietA Dolce |",http://www.societadolce.it/,Bologna,40133,BO,EMR,0
584,"AIFO - Oltre la lebbra, per i diritti degli ultimi. Dal 1961. - AIFO",http://www.aifo.it/,Bologna,40135,BO,EMR,4
585,"SOGNAMONDO - Vacanze naturali alternative con cucina biologica",http://www.sognamondo.it,"Casalecchio di Reno",40033,BO,EMR,0
586,"Cooperativa sociale AAncora",http://www.ancoraservizi.it,Bologna,40127,BO,EMR,1
587,"ASSOCIAZIONE NAZIONALE PUBBLICHE ASSISTENZE - Comitato Regionale Emilia-Romagna",http://www.anpasemiliaromagna.org/,Bologna,40131,BO,EMR,0
590,asat,http://www.casagianni.net/Casa_Gianni/ASAT.html,Bologna,40139,BO,EMR,0
591,"Cooperativa Quinto Angolo - Cooperativa Quinto angolo",http://cooperativaquintoangolo.jimdo.com/,Bologna,40124,BO,EMR,4
592,Home,http://energym.info/site/,Bologna,40138,BO,EMR,4
593,"Manutenzione e Gestione Verde Pubblico e Privato in Bologna e provincia",http://ilbaobab.com/,Bologna,40132,BO,EMR,0
594,"Global Aid | Working for better health",http://www.globalaid.it,"Granarolo dell'Emilia",40057,BO,EMR,0
597,"Home Page - Cim - Cooperativa di solidarietA sociale",http://www.cimcoop.it/,Bologna,40132,BO,EMR,0
598,"Cooperativa Sociale âAAIl PellicanoâAA - Home page",http://www.coopilpellicano.org,Bologna,40138,BO,EMR,0
599,"Teatro dell&#039;Argine",http://teatrodellargine.org/,"San Lazzaro di Savena",40068,BO,EMR,1
600,".:coop LA STRADA:.",http://www.cooplastrada.it/,Bologna,40129,BO,EMR,0
601,"il Mosaico Cooperativa Sociale e Culturale",http://www.ilmosaicocooperativa.com/,Mordano,56512,BO,EMR,1
602,"SIC - Consorzio di Iniziative Sociali",http://www.consorziosic.it/,Bologna,40138,BO,EMR,4
603,"Abantu - Cooperativa sociale",http://www.coopabantu.it/,"Sasso Marconi",40037,BO,EMR,0
604,"Cooperativa Sociale Oasis",http://www.coopoasis.com/,Bologna,40121,BO,EMR,0
605,"Istituto Ramazzini - Centro di Ricerca Sul Cancro e le Malattie Ambientali",http://www.ramazzini.org/,Bologna,40138,BO,EMR,0
606,altercoop,http://www.altercoop.it/,Bologna,40138,BO,EMR,0
609,Home,http://www.scoiattolo.org/,"Sasso Marconi",40037,BO,EMR,1
610,"Cooperativa Sociale Anima",http://www.coopsocialeanima.it/,"Sala Bolognese",40010,BO,EMR,0
611,"Documento senza titolo",http://www.seacoop.coop,Imola,40026,BO,EMR,0
612,"In Formazione - organizzazione corsi, crescita personale, progetti formativi, cultura e benessere a ",http://www.in-formazione.org/,Medicina,40059,BO,EMR,0
613,"Sollievo - SocietA Cooperativa Sociale - Homepage",http://www.coopsollievo.it/,Bologna,40138,BO,EMR,1
614,"Cooperativa sociale AAncora",http://www.ancoraservizi.it/,Bologna,40127,BO,EMR,1
615,Home,http://www.coopada.it/,Bologna,40122,BO,EMR,0
616,Home,http://www.copaps.it/,"Sasso Marconi",40037,BO,EMR,0
617,Home,http://www.coopagriverde.it,"San Lazzaro di Savena",40068,BO,EMR,0
618,home,http://www.insiemeper.bo.it/,Bologna,40138,BO,EMR,1
619,"Croce Servizi - Cooperativa Sociale - Home",http://www.croceservizi.com/,"Casalecchio di Reno",40033,BO,EMR,0
620,"SocietA Aperta",http://www.societaaperta.info/,Bologna,40133,BO,EMR,0
621,"Inventatempo InventaTempo Coop. Sociale ONLUS di San Giovanni in Persiceto",http://www.inventatempo.it/,"San Giovanni in Persiceto",40017,BO,EMR,1
622,"Andy Cooper, Società Cooperativa Sociale",http://www.andycooper.it,Bologna,40137,BO,EMR,0
623,Croceverde,http://www.croceverdeer.com,Bologna,40138,BO,EMR,4
624,Home,http://www.arcoiriscoop.it/,"Pieve di Cento",40066,BO,EMR,1-4
625,"Solco Imola | Consorzio di cooperative sociali Imola",http://www.solcoimola.it/,Imola,40026,BO,EMR,0
626,"Csapsa | Centro Studi Analisi di Psicologia e Sociologia Applicate",http://www.csapsa.it/1/,Bologna,40126,BO,EMR,0
627,"Home Page - AssCoop",http://www.ass-coop.it,Bologna,40121,BO,EMR,0
629,"Home - Coopas",http://www.coopas.it/,"Sasso Marconi",40037,BO,EMR,1
630,Home,http://www.solcoinsieme.coop/,"Zola Predosa",40069,BO,EMR,0
631,"Centro di Riabilitazione AXIA",http://www.coopaxia.it/index.php,Bologna,40133,BO,EMR,0
632,"Inserisci qua un titolo in caso che la pagina non abbia un titolo",http://www.solidarietafamiliare.it/home_page.asp,Bologna,40123,BO,EMR,0
633,"COOPERATIVA DAI CROCICCHI",http://www.daicrocicchi.coop/,"Zola Predosa",40069,BO,EMR,0
635,".:: Teatro delle Temperie ::.",http://www.teatrodelletemperie.com/site/,Crespellano,40056,BO,EMR,1
636,Ecotronic,http://www.ecotronic.it,Castenaso,40055,BO,EMR,0
637,"Croce Azzurra Coop Sociale Onlus Bologna » Assistenza sanitaria e Cooperazione Sociale a Bologna e p",http://www.coopcroceazzurra.it/,Bologna,40128,BO,EMR,0
639,"Prima pagina",http://www.educarecrescere.it,Bologna,40137,BO,EMR,0
640,"Benvenuto nella nostra casa di accoglienza",http://www.beataverginedellegrazie.it/,Bologna,40137,BO,EMR,0
641,Home,http://www.teatrodelpratello.it,Bologna,40122,BO,EMR,1
642,"Documento senza titolo",http://www.exaequo.bo.it/,Bologna,40126,BO,EMR,0
643,"Home | Cadiai",http://www.cadiai.it/,Bologna,40121,BO,EMR,0
644,"I Quattro Castelli | Cooperativa Sociale &#8211; Lavanderia Industriale",http://www.iquattrocastelli.it,Dozza,40060,BO,EMR,0
645,"Home Page « SAMMARTINI",http://www.cooperativasammartini.it/,Crevalcore,40014,BO,EMR,0
646,"Benvenuto su Faremondi | Faremondi",http://www.faremondi.it/,Bologna,40129,BO,EMR,0
647,"Cooperativa Sociale Alveare",http://www.cooperativasocialealveare.it,"Castel Maggiore",40013,BO,EMR,0
648,"Cooperativa Sociale Campeggio",http://WWW.COOPERATIVASOCIALEMONGHIDORO.COM,Monghidoro,40063,BO,EMR,0
649,FARLOTTINE,http://www.farlottine.it,Bologna,40141,BO,EMR,0
650,www.coopfanin.it/,http://www.coopfanin.it/,"San Giovanni in Persiceto",40017,BO,EMR,0
651,"it2 - SocietA Cooperativa Sociale it2",http://www.it2.it,"San Lazzaro di Savena",40068,BO,EMR,1
652,"Birrificio Artigianale Vecchia Orsa | Il retrogusto sociale della birra",http://www.fattoriabilita.it,"San Giovanni in Persiceto",40017,BO,EMR,0
653,"CafAA de la Paix",http://www.cafedelapaixbologna.it/,Bologna,40123,BO,EMR,0
654,"cooperativa sociale Giovani Rilegatori",http://www.giovanirilegatori.it/,Imola,40026,BO,EMR,0
655,"La Baracca - Teatro Testoni Ragazzi",http://www.testoniragazzi.it,Bologna,40129,BO,EMR,1
656,"Italiana Assistenza | Assistenza anziani a Bologna, infermieri e badanti",http://www.italianaassistenza.it/,Bologna,40137,BO,EMR,0
657,"Agenzia Badanti, Colf, Baby Sitter | Bologna, Roma, Imola | Casabase",http://www.casabase.info/,Bologna,40128,BO,EMR,0
658,"La Venenta | Associazione onlus laica ispirata ai valori del cristianesimo",http://www.venenta.com,Argelato,40050,BO,EMR,1
659,"Cooperativa sociale La CittA Verde - Home page",http://www.lacittaverde.coop/,Crevalcore,40014,BO,EMR,0
660,"Virtual Coop Cooperativa Sociale ONLUS",http://www.virtualcoop.net,Bologna,40129,BO,EMR,0
661,Volabo,http://www.volabo.it/,Bologna,40138,BO,EMR,4
662,"Libertas Assistenza",http://www.libertasassistenza.it/,"Zola Predosa",40069,BO,EMR,4
664,"Cooperativa Sociale Zerocento Da 25 anni a Faenza e in tutta la provincia di Ravenna (ma non solo) i",http://www.zerocento.coop/,Faenza,48018,RA,EMR,0
665,"Cooperativa Sociale SocietA Dolce |",https://www.societadolce.it/,Bologna,40133,BO,EMR,0
666,"Open Group | Il sito internet di Open Group Cooperativa Sociale",http://www.opengroup.eu/,Bologna,40126,BO,EMR,1
667,L'AltroCaffè,http://www.laltrocaffe.it,Imola,40026,BO,EMR,0
668,"per Luca - cooperativa sociale",http://www.perluca.it/,Bologna,40131,BO,EMR,0
669,".:La Strada / Chi siamo:.",http://www.cooplastrada.it/siamo.html,Bologna,40129,BO,EMR,0
671,SaYes,http://sayes.volabo.it,Bologna,40138,BO,EMR,0
672,Volabo,http://www.volabo.it,Bologna,40138,BO,EMR,4
674,"Pubblica Assistenza CittA di Bologna",http://www.pacb.it,Bologna,40138,BO,EMR,0
677,"Gruppo Yoda / campi di volontariato internazionale",http://www.gruppoyoda.org,Bologna,40122,BO,EMR,1
678,"Tutela animali bologna",http://www.tutelanimalibologna.it,Bologna,40123,BO,EMR,0
679,GVC,http://www.gvc-italia.org,Bologna,40136,BO,EMR,0
680,"BolognAIL Onlus",http://www.ailbologna.it,Bologna,40138,BO,EMR,0
684,"Arci Bologna",http://www.arcibologna.it,Bologna,40131,BO,EMR,1-4
685,"BolognAltruista - Progetti di volontariato a Bologna - IO CI SONO",http://www.bolognaltruista.org,Bologna,40136,BO,EMR,0
687,"Aprimondo Centro Poggeschi",http://aprimondo.centropoggeschi.org/,,,,,0
689,"Virgilio Bologna - Notizie, eventi, annunci in Virgilio",http://bologna.virgilio.it,Bologna,40139,BO,EMR,1
691,"Bakeca Italia: il sito di annunci gratuiti di lavoro, case, motori e comprovendo",http://italia.bakeca.it,,,,,1-4
692,"Fidas ADVS Bologna",http://www.fidas-advs-bologna.org,,,,,0
693,"Collegio dei Periti Industriali della Provincia di Bologna",http://www.perindbo.org,,,,,0
694,"Homepage &mdash; E-R Agenzia regionale di protezione civile",http://protezionecivile.regione.emilia-romagna.it,Bologna,40127,BO,EMR,0
695,"Associazione per i bambini colpiti da malattie del sistema nervoso centrale e/o tumori solidi - Bimb",http://www.bimbotu.it/,Bologna,40139,BO,EMR,1
696,"Africa e Mediterraneo",http://www.africaemediterraneo.it/,,,,,0
697,"Home Page | Save the Children Italia Onlus",http://www.savethechildren.it,Roma,185,RM,LAZ,0
698,"Flash Giovani - Il portale per i giovani a Bologna",http://www.flashgiovani.it,Bologna,40124,BO,EMR,1-4
699,"Piazza Grande | L&#039;Associazione fondata dalle persone senza dimora di Bologna",http://www.piazzagrande.it/,,,,,1
700,GVC,http://www.gvc-italia.org/index.php,,,,,0
701,"Agevolando- Associazione no-profit",http://www.agevolando.org/,Bologna,40139,BO,EMR,4
702,"Senza nome 1",http://www.poggisub.it,,,,,0
703,"Stella nostra.com",http://www.stellanostra.com/,,,,,0
704,"www.univocbologna.it | Il volontariato a Bologna",http://www.univocbologna.it,,,,,4
705,"Bologna Welcome - Sito turistico ufficiale",http://www.bolognawelcome.com,Bologna,40124,BO,EMR,1
706,"Polisportiva Paolo Poggi AICS",http://www.polisportivapaolopoggi.it,"San Lazzaro di Savena",40068,BO,EMR,4
707,"U.V.a. P.Ass.A. | Unione Volontari Al Pratello ASSociazione d&#039;Aiuto",http://www.uvapassa.org,Bologna,40138,BO,EMR,0
708,"Aiasport Onlus | AttivitA equestre per disabili",http://www.aiasport.it/,,,,,4
709,"AISM Bologna",http://www.aism.bo.it/,,,,,0
710,"La Venenta | Associazione onlus laica ispirata ai valori del cristianesimo",http://www.venenta.com/,Argelato,40050,BO,EMR,1
711,"Candidamente |",http://www.candidamente.org/,,,,,0
712,"Catalogo Imprese - ProntoImprese",http://www.prontoimprese.it,,,,,0
713,Home,http://www.protezionecivile.bo.it,,,,,0
714,"Associazione Protezione CivileVolontari Minerva - Home",http://www.volontariminerva.it,,,,,0
715,Xenia,http://www.xeniabo.org/,,,,,0
716,"Associazione di Promozione Sociale",http://www.al3teste.com/,Bentivoglio,40010,BO,EMR,0
717,"Protezione Civile - Friuli Venezia Giulia",http://www.protezionecivile.fvg.it,,,,,0
718,"Protezione Civile, Il Giornale della - Home",http://www.ilgiornaledellaprotezionecivile.it,"Villanova Biellese",13877,BI,PIE,0
719,"Antoniano Bologna - Antoniano.it",http://www.antoniano.it,,,,,1
720,"Home || YFC Italia",http://www.yfcitalia.org/,,,,,0
721,"La Nostra Africa - Homepage",http://www.lanostraafrica.it,,,,,0
722,"Associazione Centotrecento",http://www.centotrecento.it/,Bologna,40125,BO,EMR,0
723,www2.provincia.bologna.it,http://www2.provincia.bologna.it,,,,,0
724,"Policlinico S.Orsola-Malpighi",http://www.aosp.bo.it,,,,,0
725,"Associazione Margherita - Benvenuti",http://www.associazionemargherita.org/,Bologna,40123,BO,EMR,0
726,"Legambiente Bologna - Home",http://www.legambientebologna.org/,,,,,1
727,"www.noprofit.org - Il sito del no profit italiano",http://www.noprofit.org,,,,,0
728,"Associazione Verba Manent | Associazione di volontariato",http://www.associazioneverbamanent.it/,Bologna,40125,BO,EMR,1
729,"Il progetto Alice | Studi di Genere, Educazione e Ricerca",https://ilprogettoalice.wordpress.com/,Bologna,40122,BO,EMR,0
730,"Home - Centro Antartide - Centro Studi e Comunicazione Ambientale",http://www.centroantartide.it/,Bologna,40125,BO,EMR,0
731,"Avis Nazionale: Associazione Volontari Italiani Sangue",http://www.avis.it,Milano,20134,MI,LOM,0
732,PagineBianche,http://www.paginebianche.it,,,,,0
733,isfbologna,https://isfbologna.wordpress.com/,,,,,0
734,"Fondazione Banco Alimentare | Contro lo spreco, Contro la Fame",http://www.bancoalimentare.it/index.php,,,,,0
735,"Psicologo Bologna",http://www.dedalusbologna.it/,,,,,0
736,"Bimbingamba - Associazione Alex Zanardi Bimbingamaba",http://www.bimbingamba.com/,Budrio,0,BO,EMR,0
737,Home,http://www.provincia.fc.it,Forlì,47121,FC,EMR,0
738,"Fondazione Dopo di Noi Bologna onlus",http://www.dopodinoi.org/,Bologna,40129,BO,EMR,0
739,"Associazione per i bambini colpiti da malattie del sistema nervoso centrale e/o tumori solidi - Bimb",http://www.bimbotu.it,Bologna,40139,BO,EMR,1
740,"Sito ufficiale della Regione Piemonte",http://www.regione.piemonte.it,,,,,4
741,"Coordinamento Volontari Protezione Civile - Rimini",http://www.coorprociv.it,,,,,0
742,"Croce Rossa Italiana - Comitato Provinciale di Bologna",http://www.cribo.it,,,,,0
746,"Dipartimento Protezione Civile | Home",http://www.protezionecivile.gov.it,,,,,0
