codice,"sito associazione",telefono
http://www.altercoop.it/,3484936260,0
http://www.altercoop.it/,3929806556,0
http://www.amaci.it,051308862,0
http://www.amaci.it,0516363657,0
http://www.amicidigiana.org,0512194833,0
http://www.amicidiluca.it,0131051-6494,0
http://www.amicidiluca.it,051-6494570,0
http://www.amicidiluca.it,800998067,3
http://www.amnestybologna.it/,3384475947,1
http://www.amrer.it,051249045,0
http://www.anaste-er.com,051.6487524,0
http://www.anaste-er.com,051.6487673,0
http://www.anatroccolorosa.it,3494579812,1
http://www.ancoraservizi.it,0516336168,0
http://www.ancoraservizi.it,0516370201,0
http://www.ancoraservizi.it/,0516336168,0
http://www.ancoraservizi.it/,0516370201,0
http://www.anedbo.it,051220488,0
http://www.anedbo.it,3311097077,1
http://www.anedbo.it/,051220488,0
http://www.anedbo.it/,3311097077,1
http://www.aniepnazionale.it/,051237752,0
http://www.anmb.net,02093050363,0
http://www.anmil.it/,051521104,0
http://www.anpasemiliaromagna.org/,0516347184,0
http://www.anpasemiliaromagna.org/,0516350118,0
http://www.ant.it,01229650377,0
http://www.ant.it,051377586,0
http://www.ant.it,0517190111,0
http://www.ant.it,0517190140,0
http://www.antalpallavicini.org,0516418880,0
http://www.antalpallavicini.org,0516418884,0
http://www.antoniano.it,051341844,0
http://www.antoniano.it,0513940202,0
http://www.antoniano.it,0513940205,0
http://www.antoniano.it,0513940206,0
http://www.antoniano.it,0513940211,0
http://www.antoniano.it,0513940212,0
http://www.antoniano.it,0513940216,0
http://www.antoniano.it,0513940220,0
http://www.antoniano.it,0513940237,0
http://www.antoniano.it,0513940238,0
http://www.antoniano.it,0513940239,0
http://www.antoniano.it,0513940247,0
http://www.antr.it,0771510822,0
http://www.antr.it,3383657585,1
http://www.antr.it,3386363954,1
http://www.antr.it,3394264651,1
http://www.aosp.bo.it,02553300373,0
http://www.arcibologna.it,01903161204,0
http://www.arcibologna.it,051.521905,0
http://www.arcibologna.it,051.521939,0
http://www.arcibologna.it,051.6491408,0
http://www.arcibologna.it,051.825127,0
http://www.arcibologna.it,051521905,0
http://www.arcibologna.it,051521939,0
http://www.arcibologna.it,0516347197,0
http://www.arcoiriscoop.it/,02508331200,0
http://www.arcoiriscoop.it/,051-903429,0
http://www.arcoiriscoop.it/,051-903439,0
http://www.arteesalute.org,051224420,0
http://www.arteesalute.org,0512919120,0
http://www.arteesalute.org/,051224420,0
http://www.arteesalute.org/,0512919120,0
http://www.arteportici.it,0514070270,0
http://www.ascbologna.it/,338-9174706,1
http://www.asitoi.it/,3460866660,1
http://www.asopen.it,0516360670,0
http://www.aspbologna.it/,0512966211,0
http://www.asphi.it/,02411471200,0
http://www.asphi.it/,051277811,0
http://www.aspirides.it/,051-6210000,0
http://www.aspirides.it/,051-6210008,0
http://www.ass-coop.it,03557730375,0
http://www.ass-coop.it,051226838,0
http://www.ass-coop.it,051231995,0
http://www.assistenzamalatibologna.it,051313434,0
http://www.assistenzamalatibologna.it,051553344,0
http://www.assistenzamalatibologna.it,3355348989,1
http://www.associazioneamicidimariarosa.org/,0510420246,0
http://www.associazioneamicidimariarosa.org/,0516199937,0
http://www.associazioneamicidimariarosa.org/,3338767910,1
http://www.associazioneamicidimariarosa.org/,3397607564,1
http://www.associazioneamicidimariarosa.org/,3478820459,1
http://www.associazionecomunicattive.org,0514070575,0
http://www.associazionecomunicattive.org,0516493772,0
http://www.associazionecomunicattive.org,3923457410,1
http://www.associazionecucciolo.it,051344157,0
http://www.associazionecucciolo.it/,04259040378,0
http://www.associazionediversamente.org,051.307.049,0
http://www.associazionediversamente.org,348.3253366,1
http://www.associazionediversamente.org,3497061984,1
http://www.associazioneiocisono.it/,051.473441,0
http://www.associazioneiocisono.it/,335.7965534,1
http://www.associazioneiocisono.it/,339.4986690,1
http://www.associazioneiocisono.it/,346.3151948,1
http://www.associazionemargherita.org/,0517165730,0
http://www.associazionenovart.com,051.6234120,0
http://www.associazionenovart.com,333.3928876,1
http://www.associazionenovart.com,339.5267404,1
http://www.associazionernesto.it,0542610128,0
http://www.associazionernesto.it,0667792167,0
http://www.associazionernesto.it,800.002.393,3
http://www.associazioneverbamanent.it,051.520045,0
http://www.associazioneverbamanent.it,051346464,0
http://www.associazioneverbamanent.it,3468776675,1
http://www.associazioneverbamanent.it,3662978934,1
http://www.associazioneverbamanent.it/,051.520045,0
http://www.associazioneverbamanent.it/,051346464,0
http://www.associazioneverbamanent.it/,3468776675,0
http://www.associazioneverbamanent.it/,3662978934,0
http://www.assonanza.it,347-9001198,0
http://www.assopacepalestina.org,3397125676,1
http://www.astrofiliimolesi.it,3343156302,1
http://www.astrofiliimolesi.it/,02636561207,0
http://www.astrofiliimolesi.it/,3343156302,0
http://www.atcomonline.it,0516429301,0
http://www.atcomonline.it,3334723916,1
http://www.ater.emr.it,059340221,0
http://www.ater.emr.it,059342802,0
http://www.ausilioteca.org/,051-6597711,0
http://www.ausilioteca.org/,051-6597737,0
http://www.ausl.bologna.it,02406911202,0
http://www.ausl.bologna.it,051.6225111,0
http://www.ausl.bologna.it,0516225111,0
http://www.babysittertatameri.com,3274550170,1
http://www.bancoartigiano.com/,051236688,0
http://www.beataverginedellegrazie.it/,04036430371,0
http://www.bibliotecasalaborsa.it/,0512194400,0
http://www.bibliotecasalaborsa.it/,0512194420,0
http://www.bnbo.it,051774797,0
http://www.bnbo.it,3387512138,1
http://www.bnbo.it,3451349792,1
http://www.bo.arci.it/,0641609275,0
http://www.bo.cnr.it/,0516398111,0
http://www.bolognautostoriche.it/home.asp,0513513771,0
http://www.bolognautostoriche.it/home.asp,3209384295,1
http://www.bolognautostoriche.it/home.asp,3209569653,1
http://www.bolognawelcome.com,0512193776,0
http://www.bolognawelcome.com,051231454,0
http://www.bolognawelcome.com,051239660,0
http://www.bolognawelcome.com,0516472113,0
http://www.bolognawelcome.com,0516472201,0
http://www.bolognawelcome.com,0516472253,0
http://www.bolognawelcome.com,0516472358,0
http://www.bolognawelcome.com,0516583111,0
http://www.bolognawelcome.com,0516583118,0
http://www.burattodanza.com,3497675179,1
http://www.cadiai.it,0517419001,0
http://www.cadiai.it,0517457288,0
http://www.cadiai.it/,0517419001,0
http://www.cadiai.it/,0517457288,0
http://www.cadibalia.it,3425612927,1
http://www.cadibalia.it,3496115570,1
http://www.caefisi.org/,0515286245,0
http://www.caefisi.org/,051552644,0
http://www.cafedelapaixbologna.it,051-2750233,0
http://www.cafedelapaixbologna.it/,051-2750233,0
http://www.campa.it/,051.230967,0
http://www.campa.it/,051.269967,0
http://www.caregiverfamiliare.it,059.645421,0
http://www.casabase.info/,051.4171777,0
http://www.casabase.info/,0514171777,0
http://www.casabase.info/,0542.066574,0
http://www.casabase.info/,0544.1935930,0
http://www.casadonne.it,051-333173,0
http://www.casadonne.it,051-6440163,0
http://www.casadonne.it/,051-333173,0
http://www.casadonne.it/,051-6440163,0
http://www.casagianni.net/Casa_Gianni/ASAT.html,051453100,0
http://www.casagianni.net/Casa_Gianni/ASAT.html,051453895,0
http://www.cassero.it/,051555661,0
http://www.cassero.it/,0516495015,0
http://www.castiglionemurri.com/,051442246,0
http://www.cavazza.it/,051332090,0
http://www.cavazza.it/,051332609,0
http://www.cdkl5.org,06385367501,0
http://www.cdkl5.org,3207272003,1
http://www.cefaonlus.it,01029970371,0
http://www.cefaonlus.it,051520285,0
http://www.cefaonlus.it,051520712,0
http://www.cefaonlus.it/,051520285,0
http://www.cefaonlus.it/,051520712,0
http://www.centotrecento.it/,338.9393394,0
http://www.centroantartide.it/,02551580372,0
http://www.centroantartide.it/,051-260921,0
http://www.centroantartide.it/,051-260922,0
http://www.centrocabral.com/,051581464,0
http://www.centrocabral.com/,0516448034,0
http://www.centroeuropauno.it,0516257007,0
http://www.centroeuropauno.it,0516258352,0
http://www.centroeuropauno.it,0516259268,0
http://www.centrogpdore.it,051.239.702,0
http://www.centromelograno.it/,051.6241125,0
http://www.centrosandomenico.it,051581718,0
http://www.centrosocialezolino.it,0542626666,0
http://www.centrostudidonati.org/csd.html,3347057941,1
http://www.ceps.it/,051322041,0
http://www.ceunmondo.it,051271020,0
http://www.cimcoop.it/,051-402357,0
http://www.cimcoop.it/,051-6416920,0
http://www.cimcoop.it/,334.1412852,0
http://www.cimcoop.it/,334.1413792,0
http://www.cimcoop.it/,334.5209298,0
http://www.cinetecadibologna.it/,0512194810,0
http://www.cinetecadibologna.it/,0512194820,0
http://www.cinetecadibologna.it/,0512194821,0
http://www.cinetecadibologna.it/,0512194826,0
http://www.cinetecadibologna.it/,0512194833,0
http://www.cinetecadibologna.it/,0512194843,0
http://www.cinetecadibologna.it/,0512194847,0
http://www.cinetecadibologna.it/,0512194848,0
http://www.cinetecadibologna.it/,0512195306,0
http://www.cinetecadibologna.it/,0512195311,0
http://www.cinetecadibologna.it/,0516018606,0
http://www.cinetecadibologna.it/,0516018628,0
http://www.cinetecadibologna.it/,3358300839,1
http://www.circolocinofilobolognese.it/,0514170068,0
http://www.circolocinofilobolognese.it/,0516389037,0
http://www.circolodellamusica.it,051-742343,0
http://www.circolodellamusica.it,051220323,0
http://www.circolodellamusica.it,3355359064,1
http://www.circolodozza.it,3405679198,1
http://www.circolotennisbologna.com/,039)0513334,0
http://www.circolotennisbologna.com/,039)0513394,0
http://www.cittadinanzattiva-er.it,0511998560,0
http://www.cittametropolitana.bo.it,0516598111,0
http://www.cittametropolitana.bo.it,800239754,3
http://www.comune.castenaso.bo.it,06385024371,0
http://www.comune.rimini.it,0541704000,0
http://www.comune.rimini.it,0541704111,0
http://www.comunitasociale.it,051-6353605,0
http://www.consorziosic.it/,04226100370,0
http://www.consumatori-emiliaromagna.it/,051331087,0
http://www.consumatori-emiliaromagna.it/,0513391897,0
http://www.consumatori-emiliaromagna.it/,0521385461,0
http://www.consumatori-emiliaromagna.it/,0532761535,0
http://www.consumatori-emiliaromagna.it/,0546687686,0
http://www.consumatori-emiliaromagna.it/,059239582,0
http://www.consumatori-emiliaromagna.it/,349.2267488,1
http://www.coopabantu.it/,051840166,0
http://www.coopaxia.it/index.php,04211390374,0
http://www.coopcroceazzurra.it,0514187542,0
http://www.coopcroceazzurra.it,0514189182,0
http://www.coopcroceazzurra.it/,0514187542,0
http://www.coopcroceazzurra.it/,0514189182,0
http://www.cooperativasammartini.it/,03904280371,0
http://www.cooperativasammartini.it/,051987474,0
http://www.coopilpellicano.org,051344180,0
http://www.cooplastrada.it/siamo.html,051372223,0
http://www.coopsollievo.it/,0514123145,0
http://www.coorprociv.it,0541-718100,0
http://www.coorprociv.it,0541-753108,0
http://www.coorprociv.it,0541-753378,0
http://www.copaps.it/,3291726145,0
http://www.copernico.bo.it,0514200411,0
http://www.copernico.bo.it,0516332100,0
http://www.corosantospirito.it/,3409732184,0
http://www.croceverdeer.com,02138111204,0
http://www.croceverdeer.com,0515879118,0
http://www.csapsa.it/1/,051230449,0
http://www.csapsa.it/1/,051231440,0
http://www.csenemiliaromagna.it,0511889973,0
http://www.csenemiliaromagna.it/,0511889973,0
http://www.csibologna.it/,051405318,0
http://www.csibologna.it/,051406578,0
http://www.cvpuntamarina.com/,0544437153,0
http://www.cvsbo.it/,051-504304,0
http://www.cvsbo.it/,051-517.119,0
http://www.cvsbo.it/,3341211384,1
http://www.daicrocicchi.coop/,02124041209,0
http://www.daicrocicchi.coop/,0516414627,0
http://www.daicrocicchi.coop/,3409632246,0
http://www.dammi5.it/,051313505,0
http://www.danzaensemble.it,051.6750544,0
http://www.danzaurbana.it,0513370264,0
http://www.danzaurbana.it,0516440879,0
http://www.dedalusbologna.it/,051-0286049,0
http://www.dedalusbologna.it/,331-1008242,0
http://www.diapason.bo.it,051803661,0
http://www.divefun.it/,1782.204577,0
http://www.divefun.it/,333.6215482,0
http://www.divefun.it/,338.2789561,0
http://www.diversamenteagibile.it/,334.3469900,1
http://www.dopodinoi.org/,02718421205,0
http://www.dopodinoi.org/,0515873837,0
http://www.dopodinoi.org/,0515873839,0
http://www.dryart.com,0721403886,0
http://www.eburt.it,0514156055,0
http://www.eburt.it,0514156056,0
http://www.ecotronic.it,02406491205,0
http://www.ecotronic.it,051-6053674,0
http://www.ecotronic.it,051-6064838,0
http://www.educarecrescere.it,03050331200,0
http://www.educazionepermanente.it,3311022834,1
http://www.eksetra.net,333.6723848,1
http://www.ematbo.unibo.it,0516363680,0
http://www.ematbo.unibo.it,0516364037,0
http://www.emi.it,01164630376,0
http://www.emi.it,051326027,0
http://www.emi.it,051327552,0
http://www.emiliaromagnateatro.com,01989060361,0
http://www.emiliaromagnateatro.com,0592136011,0
http://www.emiliaromagnateatro.com,0592138252,0
http://www.emiliaromagnateatro.com/,0592136011,0
http://www.emiliaromagnateatro.com/,0592138252,0
http://www.eremodironzano.it,051581443,0
http://www.eremodironzano.it,0800128493,0
http://www.erfestival.org,0542.612972,0
http://www.famiglienumerose.org,0302294025,0
http://www.famiglienumerose.org,0302294033,0
http://www.famiglienumerose.org,0303229066,0
http://www.famiglienumerose.org,0498014122,0
http://www.famiglienumerose.org,3332697841,1
http://www.famiglienumerose.org,3391226525,1
http://www.famiglienumerose.org,3473007342,1
http://www.famiglienumerose.org,3495088516,1
http://www.faremondi.it/,02375741200,0
http://www.faremondi.it/,0514171750,0
http://www.faremondi.it/,0516389164,0
http://www.fattoriabilita.it,03047390368,0
http://www.federconsumatoribologna.it,0516087122,0
http://www.federgev.it/,0516347464,0
http://www.federgev.it/,335404283,1
http://www.federgev.it/,3401801254,1
http://www.ferraramusica.it/,01109860385,0
http://www.ferraramusica.it/,0532202400,0
http://www.ferraramusica.it/,0532202675,0
http://www.ferraramusica.it/,0532206007,0
http://www.ferraramusica.it/,0532241097,0
http://www.fijlkamemiliaromagna.it/,0516154989,0
http://www.filodarianna.net,0516701240,0
http://www.flautomagico.it,3282751113,0
http://www.flautomagico.it,3333459471,0
http://www.flautomagico.it,3382104518,0
http://www.flautomagico.it,3383383025,0
http://www.focusd.org,3334751641,1
http://www.focusd.org,3339877173,1
http://www.fondazionedelmonte.it/,0512962511,0
http://www.fondazionedelmonte.it/,0512962515,0
http://www.fondazionegualandi.it/,0516446656,0
http://www.fondazioneidea.org/,0516440931,0
http://www.fondazioneidea.org/,800-538-438,3
http://www.forithanga.org/,3394142315,1
http://www.forma-azioneinrete.it,3421065297,1
http://www.fossolo.it/,051.4596139,0
http://www.fossolo.it/,051.493434,0
http://www.fossolo.it/,329.5476402,1
http://www.fossolo.it/,331.4920436,1
http://www.fossolo.it/,338.3400868,1
http://www.fossolo.it/,3383400868,1
http://www.fossolo.it/,392.6141441,1
http://www.gimbeducation.it,0513372195,0
http://www.gimbeducation.it,0515883920,0
http://www.globalaid.it,0515873822,0
http://www.gravita-zero.org,0553033711,0
http://www.gravita-zero.org,055308910,0
http://www.gravita-zero.org,3934064107,1
http://www.gris-imola.it/,3289028910,1
http://www.gris-imola.it/,3314752968,1
http://www.gris-imola.it/,3336676718,1
http://www.gris-imola.it/,3336678395,1
http://www.gris-imola.it/,3385802666,1
http://www.gris-imola.it/,3388385999,1
http://www.gris-imola.it/,3471118092,1
http://www.gris-imola.it/,3663023328,1
http://www.gris-imola.it/,800228866,3
http://www.grupponidiinfanzia.it,051521268,0
http://www.grupponidiinfanzia.it,3318074786,1
http://www.gsriale.it,051.752455,0
http://www.gvc-italia.org,051582225,0
http://www.gvc-italia.org,051585604,0
http://www.handimatica.com,051.227801,0
http://www.handimatica.com,051.277823,0
http://www.happytrailmtb.it,3471090006,1
http://www.hbologna.net,071.7921212,0
http://www.hbologna.net,071.7923590,0
http://www.icinquepani.it/web/,0555416420,0
http://www.icinquepani.it/web/,055570411,0
http://www.ideafamiglia.it,0515879741,0
http://www.ideafamiglia.it,392.2181886,1
http://www.ideafamiglia.it,3922181886,1
http://www.ilbosco.net/,0542-43718,0
http://www.ilmartinpescatore.org,04013640372,0
http://www.ilmosaicocooperativa.com/,01935701209,0
http://www.ilnido.bo.it,051.6350911,0
http://www.ilnido.bo.it,3349914220,1
http://www.ilsognodistefano.it/,0499740380,0
http://www.ilsognodistefano.it/,3332494577,1
http://www.ilsognodistefano.it/,3333976871,1
http://www.ilsognodistefano.it/,3356294645,1
http://www.ilsognodistefano.it/,3357006060,1
http://www.ilsognodistefano.it/,3483852212,1
http://www.imolafolklore.com,3345435716,1
http://www.imolafolklore.com,3394572109,1
http://www.in-formazione.org/,03102551201,0
http://www.in-formazione.org/,051.1998866,0
http://www.in-formazione.org/,051.1998867,0
http://www.info-bo.it/,051-312597,0
http://www.info-bo.it/,800-759311,3
http://www.insalute.info,0542699419,0
http://www.insiemeper.bo.it/,338.5872345,0
http://www.inventatempo.it/,051822924,0
http://www.iperput.org/,051-390720,0
http://www.iquattrocastelli.it,02358961205,0
http://www.iquattrocastelli.it,0542674357,0
http://www.iquattrocastelli.it,0542675675,0
http://www.it2.it,051365616,0
http://www.it2.it,0516257959,0
http://www.italianaassistenza.it/,02428071209,0
http://www.italianaassistenza.it/,051347090,0
http://www.lacittaverde.coop/,(051)682-7102,0
http://www.lacittaverde.coop/,(051)6827102,0
http://www.lacittaverde.coop/,(051)975450,0
http://www.lacittaverde.coop/,(0532)757544,0
http://www.lacittaverde.coop/,04049110374,0
http://www.lacittaverde.coop/,051.6827102,0
http://www.lafraternita.com,3461402802,1
http://www.lafraternita.com,3461402881,1
http://www.lafraternita.com,3463271143,1
http://www.lafraternita.com,3484766885,1
http://www.laltrocaffe.it,054227494,0
http://www.laltrocaffe.it,3404218500,0
http://www.lamusicainterna.it,051266959,0
http://www.latino51.it/,3339004545,0
http://www.lawandliterature.org,051260.782,0
http://www.lawandliterature.org,051277.205,0
http://www.legambientebologna.org/,3334073234,0
http://www.legambientebologna.org/,3357456877,0
http://www.leganavale.bo.it,0516350843,0
http://www.legatumoribologna.it/,0514390409,0
http://www.legatumoribologna.it/,0514399148,0
http://www.lequercedi.it,051.230762,0
http://www.libertasassistenza.it/,04144000371,0
http://www.libertasassistenza.it/,051750362,0
http://www.libertasassistenza.it/,051758602,0
http://www.libertasassistenza.it/,051818106,0
http://www.marieleventre.it/,051.304856,0
http://www.marieleventre.it/,051.4294083,0
http://www.marieleventre.it/,051.4299009,0
http://www.marieleventre.it/,0514294083,0
http://www.marieleventre.it/,0514299009,0
http://www.marieleventre.it/,334.9137316,1
http://www.marieleventre.it/,3349137316,1
http://www.mediazionefamiliare-cedim.it/,335387624,0
http://www.medicivitas.it,051850018,0
http://www.medicivitas.it,051852616,0
http://www.microimpresa.org,0510545599,0
http://www.migrazioni.eu/,0514171701,0
http://www.migrazioni.eu/,0514171777,0
http://www.musicaindozza.it,345.9697424,1
http://www.nettunia1954.it/,051761112,0
http://www.nettunia1954.it/,3667161284,1
http://www.nuovamente.org,051-5883640,0
http://www.nuovamente.org,0515883640,0
http://www.nuovamente.org,0516493767,0
http://www.nuovamente.org,3664211921,1
http://www.opengroup.eu/,02410141200,0
http://www.opengroup.eu/,051242557,0
http://www.opengroup.eu/,051242955,0
http://www.opengroup.eu/,0516750400,0
http://www.opengroup.eu/,051841206,0
http://www.operapadremarella.it/,051244345,0
http://www.operapadremarella.it/,0516255070,0
http://www.operapadremarella.it/,0516255174,0
http://www.operapadremarella.it/,0516258776,0
http://www.operapadremarella.it/,3473852734,1
http://www.opimm.it/,051315168,0
http://www.opimm.it/,051389754,0
http://www.orsicinesi.org,333-4285644,1
http://www.pacb.it,01103290373,0
http://www.padri.it/,051.6142641,0
http://www.padri.it/,3286655663,1
http://www.padri.it/,3485105103,1
http://www.padri.it/,3497220768,1
http://www.panicarte.com,0519911785,0
http://www.parrocchiadizolino.it,0542-628144,0
http://www.passopasso.it/,3288064001,1
http://www.passopasso.it/,3404602503,1
http://www.patronato.acli.it/sedi.asp?azione=vediSede&idSede=637,051-254612,0
http://www.pattugliecittadine.it/,051546779,0
http://www.percorsovitale.it,3332056545,1
http://www.perluca.it/,051-6494865,0
http://www.perluca.it/,388-8250540,0
http://www.pgsima.it,051365053,0
http://www.pgsima.it,3208182623,1
http://www.piazzagrande.it,0513370669,0
http://www.piazzagrande.it,051342328,0
http://www.piazzagrande.it/,"051 342328",0
http://www.piazzagrande.it/,0513370669,0
http://www.piazzagrande.it/,051342328,0
http://www.piccoligrandicuori.it/,0516414977,0
http://www.polisportivaondablu.it,3382710577,1
http://www.polisportivapaolopoggi.it,051.453384,0
http://www.polisportivapaolopoggi.it,051.465054,0
http://www.polisportivazola.it,051-759176,0
http://www.pontevecchiobologna.it/,0516231630,0
http://www.pontevecchiobologna.it/,3777060323,1
http://www.poverivergognosi.it/,051226100,0
http://www.poverivergognosi.it/,0512966211,0
http://www.preludio.org,0516153333,0
http://www.presidentbologna.it,051533050,0
http://www.presidentbologna.it,051533659,0
http://www.presidentbologna.it,0516011176,0
http://www.prestitoinpdap.org/inpdap-bologna.php,051-216111,0
http://www.prestitoinpdap.org/inpdap-bologna.php,051-5889035,0
http://www.privatassistenza.it/bologna/centro-bologna/,0522.402103,0
http://www.privatassistenza.it/bologna/centro-bologna/,0522.499099,0
http://www.progressocalcio.it,051.711500,0
http://www.progressocalcio.it,051.715334,0
http://www.progressocalcio.it,051711500,0
http://www.progressocalcio.it,051715334,0
http://www.progressocalcio.it,348-3547928,1
http://www.prolocobadi.it,3288146800,1
http://WWW.PROLOCOBUDRIO.IT,051.802888,0
http://www.prolocozola.it,051755002,0
http://www.prolocozzano.it,0514123316,0
http://www.prolocozzano.it,3454590599,1
http://www.protezionecivile.gov.it,800840840,0
http://www.provincia.fc.it,02710300407,0
http://www.provincia.fc.it,0543714111,0
http://www.provincia.fc.it,0543714234,0
http://www.provincia.ra.it,0544258001,0
http://www.provincia.ra.it,0544258070,0
http://www.provincia.ra.it,0544258111,0
http://www.provincia.re.it,0522.444108,0
http://www.provincia.re.it,0522.444111,0
http://www.psicologiadellenarrazioni.it,051522510,0
http://www.psicologiadellenarrazioni.it,3311998509,1
http://www.psicologiadellenarrazioni.it,3395991149,1
http://www.psicologiadellenarrazioni.it,3398857473,1
http://www.puntoequo.org,05648680964,0
http://www.puntoequo.org,340.2855826,1
http://www.ramazzini.org/,051-302252,0
http://www.ramazzini.org/,051-390417,0
http://www.ramazzini.org/,051.302252,0
http://www.ramazzini.org/,051.390417,0
http://www.ramazzini.org/,051.6640143,0
http://www.ramazzini.org/,051.6640223,0
http://www.ramazzini.org/,051.6640460,0
http://www.ramazzini.org/,051302252,0
http://www.ramazzini.org/,051390417,0
http://www.rangersbologna.it/,0516418880,0
http://www.regione.emilia-romagna.it,051-5275360,0
