codice,"sito associazione",email
64,http://www.rcv.veneto.it/,info@rcv.veneto.it
65,http://www.cripadova.it/,cp.padova@cri.it
66,http://www.cripadova.it/,andrea@lincetto.me
67,http://www.lettere.unipd.it/cmp,scienzeumane@unipd.it
68,http://www.regazzo.org/,info@regazzo.org
69,http://formazionecontinua.jimdo.com/,progettofc@libero.it
70,http://formazionecontinua.jimdo.com/,progettofc@libero.it
71,http://www.csibologna.it/,info@csibologna.it
72,http://www.csibologna.it/,presidenza@csibologna.it
73,http://www.csibologna.it/,amministrazione@csibologna.it
74,http://www.csibologna.it/,ufficiostampa@csibologna.it
75,http://www.regione.emilia-romagna.it,er@regione.emilia-romagna.it
76,http://www.csibologna.it/,attivitasportiva@csibologna.it
77,http://www.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
78,http://www.csibologna.it/,tesseramento@csibologna.it
79,http://www.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
80,http://www.csibologna.it/,formazione@csibologna.it
81,http://www.assinsieme.com,rubano@babybazar.it
82,http://www.assmusicainsieme.it,ass.musicainsieme@libero.it
83,http://www.ctgveneto.it/,ctgvenetocomunicazione@virgilio.it
84,http://www.ctgveneto.it/,ctg@ctg.it
85,http://www.cuamm.org/,cuamm@cuamm.org
86,http://www.assoarka.it,claudia@assoarka.it
87,http://www.assoarka.it,info@assoarka.it
88,http://ibc.regione.emilia-romagna.it,direzioneibc@postacert.regione.emilia-romagna.it
89,http://ibc.regione.emilia-romagna.it,peiibacn@postacert.regione.emilia-romagna.it
90,http://ibc.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
91,http://ibc.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
92,http://ibc.regione.emilia-romagna.it,direzioneibc@regione.emilia-romagna.it
93,http://www.cuc-cinemauno.it/,info@cuc-cinemauno.it
94,http://www.associazione-melody.com,associazione.melody@libero.it
95,http://www.daccapo.org,info@daccapo.org
96,http://micha-scacchipadova.blogspot.it/,micha.scacchipadova@gmail.com
97,http://mirepiemonte.org,francesco.chiaro1@istruzione.it
98,http://www.associazionecuki.it/,associazione.cuki@gmail.com
99,http://www.danza.it,direzione@pubbliweb.it
100,http://www.danza.it,info@danza.it
101,http://www.danza.it,info@pubbliweb.it
102,http://www.associazionehelyos.it,info@associazionehelyos.it
103,http://www.associazionelagunari.it,web@associazionelagunari.it
104,http://padova.cngei.org/,padova@cngei.it
105,http://padova.cngei.org/,presidente.padova@cngei.it
106,http://padova.cngei.org/,commissario.padova@cngei.it
107,http://www.associazionemimosa.org,info@associazionemimosa.org
108,http://rivista.ibc.regione.emilia-romagna.it,direzioneibc@postacert.regione.emilia-romagna.it
109,http://rivista.ibc.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
110,http://rivista.ibc.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
111,http://scuola.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
112,http://scuola.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
113,http://scuola.regione.emilia-romagna.it,scuola@regione.emilia-romagna.it
114,http://www.associazionemusicalelucchese.it,info@associazionemusicalelucchese.it
115,http://www.danzaurbana.it,INFO@DANZAURBANA.IT
116,http://www.danzaurbana.it,info@danzaurbana.it
117,http://sociale.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
118,http://sociale.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
119,http://sociale.regione.emilia-romagna.it,infosociale@regione.emilia-romagna.it
120,http://www.dedicatonlus.info,info@dedicatonlus.inf
121,http://www.associazionepulcino.it,info@associazionepulcino.it
122,http://www.associazioni.milano.it,info@associazioni.milano.it
123,http://www.assonanza.it,eventi@assonanza.it
124,http://www.assonanza.it,foto@assonanza.it
125,http://www.assonanza.it,mirandola@fondazionecgandreoli.it
126,http://www.assonanza.it,daniela.ghesini@gmail.com
127,http://www.deleofundonlus.org/,info@deleofundonlus.org
128,http://www.assp-padova.it/,info@assp-padova.it
129,http://www.atateatropadova.it,info@atateatropadova.it
130,http://www.atateatropadova.it,gianlucameis@gmail.com
131,http://www.atateatropadova.it,francesco_ferrarese@alice.it
132,http://valentinapenellonlus.org/,gruppoama@valentinapenellonlus.org
133,http://valentinapenellonlus.org/,lifecarepadova@valentinapenellonlus.org
134,http://www.autieri.it/,anai.castropretorio@alice.it
135,http://www.autieri.it/,snvphotographer@gmail.com
136,http://www.autieri.it/,studiolegale@gmail.com
137,http://www.aasu.biz/,direzione@aasu.biz
138,http://www.aasu.biz/,direzione@aasu.biz
139,http://www.abracalam.org,abracalam@hotmail.com
140,http://www.avopadova.org,avo@sanita.padova.it
141,http://www.accademiadaponte.it,edoardo.fainello@accademiadaponte.it
142,http://www.accademiadaponte.it,irene.botteon@accademiadaponte.it
143,http://www.accademiadaponte.it,katiuscia.bonato@accademiadaponte.it
144,http://www.accademiadaponte.it,federica.girardello@accademiadaponte.it
145,http://www.accademiadaponte.it,irene.casagrande@accademiadaponte.it
146,http://www.accademiadaponte.it,francesca.zava@accademiadaponte.it
147,http://www.accademiadaponte.it,francesca.bottecchia@accademiadaponte.it
148,http://www.accademiadaponte.it,sartoria@accademiadaponte.it
149,http://www.accademiadaponte.it,sonia.deboni@accademiadaponte.it
150,http://www.accademiadaponte.it,aziende@accademiadaponte.it
151,http://www.accademiadaponte.it,supporto@accademiadaponte.it
152,http://www.accademiadaponte.it,direzione@accademiadaponte.it
153,http://www.accademiadaponte.it,soni.deboni@accademiadaponte.it
154,http://www.accademiateatraleveneta.com,info@accademiateatraleveneta.it
155,http://www.durgananda.it/,info@durgananda.it
156,http://www.activitaonlus.it,info@activitaonlus.it
157,http://www.adalabo.blogspot.com,adalabo@libero.it
158,http://www.adnkronos.com,sviluppobusiness@adnkronos.com
159,http://www.adnkronos.com,segreteria.redazione@adnkronos.com
160,http://www.adnkronos.com,salute@adnkronos.com
161,http://www.adnkronos.com,comunicazione@adnkronos.com
162,http://www.adnkronos.com,commerciale.immediapress@adnkronos.com
163,http://www.adnkronos.com,helpdesk@adnkronos.com
164,http://www.adozione-a-distanza.info,privacy@sositalia.it
165,http://www.bresciaonline.it,clienti@numerica.com
166,http://www.scienzaegoverno.org/,scienzaegoverno@scienzaegoverno.org
167,http://www.aegeepadova.org,your@email.com
168,http://www.bronsequerte.it,bronsequerte@bronsequerte.it
169,http://www.afasiavolontarivenetiaita.it/,caterina.ciardella@gmail.com
170,http://www.scoutneruda.it,info@scoutneruda.it
171,http://www.scuoladimusicoterapia.it,info@scuoladimusicoterapia.it
172,http://www.scuoladiteatrodibologna.it,info@scuoladiteatrodibologna.it
173,http://www.gecaonlus.org,info@gecaonlus.org
174,http://www.scuolafamiglia.org,segreteria@scuolafamiglia.org
175,http://www.scuolafamiglia.org,info@scuolafamiglia.org
176,http://www.generazionisolidali.org/,info@generazionisolidali.org
177,http://www.genitorialita.it,genitorialita@yahoo.it
178,http://www.genitorialita.it,info@genitorialita.it
179,http://www.scuolamusicale.com,info@scuolamusicale.com
180,http://www.scuolamusicale.com,segreteria@scuolamusicale.com
181,http://www.agendaonline.it,Contattidirettore@agendaonline.itE
182,http://www.agendaonline.it,direttore@agendaonline.it
183,http://www.musicanovecento.com,assmusicanovecento@gmail.com
184,http://www.musicanovecento.com,musica900@pec.it
185,http://www.musicaperta.it,info@musicaperta.it
186,http://www.agimuspadova.com/,agimuspadova@libero.it
187,http://www.agriturist-er.it,info@agriturist-er.it
188,http://www.giorgioperlasca.it,info@giorgioperlasca.it
189,http://www.giorgioperlasca.it,fondazionegiorgioperlasca@pec.cgn.it
190,http://www.mystartpage.it,segnalazioni@mystartpage.it
191,http://www.agronomisenzafrontiere.it/,droniunipd@gmail.com
192,http://www.agronomisenzafrontiere.it/,framama01@gmail.com
193,http://www.giovanemontagna.org,posta@giovanemontagna.org
194,http://www.nairionlus.org/,info@nairionlus.org
195,http://www.gregorense.com/,info@centroserviziimpiantisti.it
196,http://www.ahppadova.it,info@ahppadova.it
197,http://www.neuropatia.it/,v.criconia@piccinonline.com
198,http://www.nidoilgirotondo.com/,girotondopadova@gmail.com
199,http://www.seratiamo.it,info@seratiamo.it
200,http://www.noipadova.it,padova@noiassociazione.it
201,http://www.aib.it,segreteria@aib.it
202,http://www.aib.it,aib@legalmail.it
203,http://www.aib.it,servizi@aib.it
204,http://www.aib.it,biblioteca@aib.it
205,http://www.aib.it,npl@aib.it
206,http://www.aib.it,form@aib.it
207,http://www.aib.it,olav@aib.it
208,http://www.aib.it,oleg@aib.it
209,http://www.aib.it,web@aib.itÂ
210,http://www.aib.it,aibnotizie@aib.it
211,http://www.aib.it,aibstudi@aib.it
212,http://www.aib.it,bibliocom@aib.it
213,http://www.aib.it,seminari@aib.it
214,http://www.aib.it,segreteriasoci@aib.it
215,http://www.aib.it,stampa@aib.it
216,http://www.aib.it,aib@aib.itÂ
217,http://www.aib.it,web@aib.it
218,http://www.aib.it,aib@aib.it
219,http://www.gruppocinofiloilgelso.it,cinofiligelso@libero.it
220,http://www.nonprofitonline.it,redazione@nonprofitonline.it
221,http://www.noprofit.org,noprofit@noprofit.org
222,http://www.gruppoloscarponepadova.it/,segreteria@gruppoloscarponepadova.it
223,http://www.shinynote.com,partner@shinynote.com
224,http://www.cameraminorilepadova.it/,info@cameraminorilepadova.it
225,http://www.aicaweb.it,aicasegreteria@gmail.com
226,http://www.gsquickly.com,info@gsquickly.com
227,http://www.aicaweb.it,segreteriaogv@gmail.com
228,http://www.aicaweb.it,SIRsegreteriaogv@gmail.com
229,http://www.aicaweb.it,silversymphony@aicaweb.it
230,http://www.aicaweb.it,info@aica.it
231,http://www.aicaweb.it,aicasegreteria@libero.it
232,http://www.aicaweb.it,segreteriaogv@libero.it
233,http://www.sindrome-eec.it/,volpato.giulia@gmail.com
234,http://www.aicsveneto.it,comitatoregionale@aicsveneto.it
235,http://www.aicsveneto.it,mailcomitatoregionale@aicsveneto.it
236,http://www.occhioallanotizia.it,redazione@occhioallanotizia.it
237,http://www.aikidopadova.com/,aascb@aactg.it
238,http://www.carichisospesi.com,carichisospesi@gmail.com
239,http://www.carichisospesi.com,carichisospesi@libero.it
240,http://www.sippnet.it,sipp@sippnet.it
241,http://www.icaro-ldv.org,icaro.onlus@gmail.com
242,http://www.castingeprovini.com,info@castingeprovini.com
243,http://www.oltrelosport-padova.it,info@oltrelosport-padova.it
244,http://www.sound-musiche.it,info@sound-musiche.it
245,http://www.sound-musiche.it,comunicazioni@sound-musiche.it
246,http://www.ceavonlus.org/,ceav.padova@gmail.com
247,http://www.ilflaneur.com,redazione@ilflaneur.com
248,http://www.ilflaneur.com,valentina.sala@ilflaneur.com
249,http://www.ilflaneur.com,daniele.frisco@ilflaneur.com
250,http://www.ilflaneur.com,commerciale@ilflaneur.com
251,http://www.orchestragiovaniledelveneto.it,aicasegreteria@gmail.com
252,http://www.orchestragiovaniledelveneto.it,segreteriaogv@gmail.com
253,http://www.orchestragiovaniledelveneto.it,SIRsegreteriaogv@gmail.com
254,http://www.orchestragiovaniledelveneto.it,silversymphony@aicaweb.it
255,http://www.orchestragiovaniledelveneto.it,info@aica.it
256,http://www.orchestragiovaniledelveneto.it,aicasegreteria@libero.it
257,http://www.orchestragiovaniledelveneto.it,segreteriaogv@libero.it
258,http://www.osservatoriospettacoloveneto.it,monitoraggio@arteven.it
259,http://www.aipp.eu/home,dentaloffice@gmail.com
260,http://www.imolaviverelamusica.it,Gomezinfo@imolaviverelamusica.it
261,http://www.imolaviverelamusica.it,info@imolaviverelamusica.it
262,http://www.overlord.it,info@overlord.it
263,http://www.overlord.it,presidente@overlord.it
264,http://www.overlord.it,direttivo@overlord.it
265,http://www.overlord.it,tornei@overlord.it
266,http://www.overlord.it,news@overlord.it
267,http://www.overlord.it,ilgattonerosuidadi@overlord.it
268,http://www.aiutiamoliaviverepadovaest.org/,padovaest@aiutiamoliavivere.it
269,http://www.indire.it,indire@pec.it
270,http://www.informagiovani.fe.it,informagiovani@comune.fe.it
271,http://www.informagiovanni.it,informagiovani@comune.sanlazzaro.bo.it
272,http://www.almc.it,almcbabi@tiscalinet.it
273,http://www.almc.it,per.almc@alice.it
274,http://www.inghetto.it,associazioneinghetto@gmail.com
275,http://www.alvisecornaro.org/,info@alvisecornaro.org
276,http://www.padovajazz.com,festival@padovajazz.com
277,http://www.ambpadova.it/,ambpadova@alice.it
278,http://www.ambpadova.it/,ambpd@lycos.it
279,http://www.padovaorni.it/,padovaorni@libero.it
280,http://www.iosonoli.com,production@jolefilm.it
281,http://www.iosonoli.com,systema@studiosystema.it
282,http://www.irfoss.it/,info@irfoss.it
283,http://www.padovaricamalarte.it/,padova.ricamalarte@libero.it
284,http://www.padovasoccorso.it/,padovasoccorso@libero.it
285,http://www.amicidellamusicamilano.it,info@amicidellamusicamilano.it
286,http://www.padovatriathlon.it,info@padovatriathlon.it
287,http://www.padovayoga.org/,circolo.deva@padovayoga.org
288,http://www.amiciitalia.org/veneto,amicitriveneto@inwind.it
289,http://www.palioarcella.it,palio.arcella@libero.it
290,http://www.istitutobruni.com/liceo-scientifico-privato-padova-r-bruni/genitori/associazione-genitori,info@istitutobruni.com
291,http://www.istitutobruni.com/liceo-scientifico-privato-padova-r-bruni/genitori/associazione-genitori,beretta@istitutobruni.com
292,http://www.istitutobruni.com/liceo-scientifico-privato-padova-r-bruni/genitori/associazione-genitori,bettini@istitutobruni.com
293,http://www.istitutobruni.com/liceo-scientifico-privato-padova-r-bruni/genitori/associazione-genitori,liceo@istitutobruni.com
294,http://www.amicimusica.fi.it,info@amicimusica.fi.it
295,http://www.amicimusica.fi.it,mailbox@amicimusica.fi.it
296,http://www.amicimusica.fi.it,segreteria@amicimusica.fi.it
297,http://www.amicimusica.fi.it,masterclasses@amicimusica.fi.it
298,http://www.amicimusica.fi.it,promozione@amicimusica.fi.it
299,http://www.amicimusica.fi.it,segreteria.artistica@amicimusica.fi.it
300,http://www.amicimusica.fi.it,uffstampa@amicimusica.fi.it
301,http://www.amicimusica.ud.it,info.amicimusica@amicimusica.ud.it
302,http://www.amicimusicapadova.org,info@amicimusicapadova.org
303,http://www.studioattori.it,info@studioattori.it
304,http://www.pane-rose.it,rose@tiscali.it
305,http://www.amicimusicasacra.com,INFO@AIAMS.IT
306,http://www.amicimusicasacra.com,info@aiams.it
307,http://www.jardin.it/,info@jardin.it
308,http://www.ceciliaperlaricerca.it,info@ceciliaperlaricerca.it
309,http://www.taichi-wudang.com/,info@taichi-wudang.com
310,http://www.amnesty.it,info@amnesty.it
311,http://www.tamteatromusica.it/,info@tamteatromusica.it
312,http://www.tamteatromusica.it/,flavia@tamteatromusica.it
313,http://www.tamteatromusica.it/,alessandro.martinello@gmail.com
314,http://www.tamteatromusica.it/,paola@tamteatromusica.it
315,http://www.tamteatromusica.it/,eugenia@tamteatromusica.it
316,http://www.tamteatromusica.it/,monica@tamteatromusica.it
317,http://www.tamteatromusica.it/,ikon@ikonstudio.it
318,http://www.anbimapiemonte.it,info@anbimapiemonte.it
319,http://www.centrodanzapadova.it/,info@centrodanzapadova.it
320,http://www.andaweb.it,info@andaweb.it
321,http://www.tappetovolantepadova.com,9013138tapp.vol@libero.it
322,http://www.tappetovolantepadova.com,tapp.vol@libero.it
323,http://www.centrodarte.it,info@centrodarte.it
324,http://www.andreanao.it/,info@andreanao.it
325,http://www.centrolidiacrepet.it,biblioteca@centrolidiacrepet.it
326,http://www.karibuafrika.it,karibuafrikaonlus@gmail.com
327,http://www.taracittamani.it,info@taracittamani.it
328,http://www.centroserenamente.com/,info@centroserenamente.com
329,http://www.angelomariani.org,associazione@angelomariani.it
330,http://www.centrostuditeatralititolivio.it,csttitolivio@vodafone.it
331,http://www.kitoonlus.org/,info@kitoonlus.org
332,http://www.kitoonlus.org/,office@kitoonlus.org
333,http://www.kitoonlus.org/,communication@kitoonlus.org
334,http://www.teamforchildren.it,SEGRETERIA@TEAMFORCHILDREN.IT
335,http://www.teamphototravel.it/,subscribe@teamphototravel.it
336,http://www.charaperladanza.it,charaperladanza@gmail.com
337,http://www.parieuguali.it,info@parieuguali.it
338,http://www.anica.it,ufficiostampa@anica.it
339,http://www.anica.it,anica@anica.it
340,http://www.anica.it,anica.informa@anica.it
341,http://www.ciai.it,adozioni@ciai.it
342,http://www.ciai.it,cooperazione@ciai.it
343,http://www.ciai.it,centrostudi@ciai.it
344,http://www.ciai.it,ufficiostampa@ciai.it
345,http://www.ciai.it,segreteriagenerale@ciai.it
346,http://www.ciai.it,amministrazione@ciai.it
347,http://www.ciai.it,simona.molteni@ciai.it
348,http://www.ciai.it,donatella.ceralli@ciai.it
349,http://www.ciai.it,info@ciai.it
350,http://www.ciai.it,lazio@ciai.it
351,http://www.ciai.it,puglia@ciai.it
352,http://www.ciai.it,sardegna@ciai.it
353,http://www.ciai.it,toscana@ciai.it
354,http://www.ciai.it,veneto@ciai.it
355,http://www.anmb.net,anmb@anmb.net
356,http://www.anmb.net,associazionemaestriballo@pec.it
357,http://www.cilla.it/,cilla@cilla.it
358,http://www.parrocchiabrusegana.it/,parrocchia.brusegana@alice.itÂ
359,http://www.cin-padova.it,cinpadova@libero.it
360,http://www.anpha.it,anpha@anpha.it
361,http://www.anterospadova.it/,info@anterospadova.it
362,http://www.anterospadova.it/,portavoce@anterospadova.it
363,http://www.teatroaicolli.com/,teatroaicolli@libero.it
364,http://www.peldicarota.it/,infolatorlonga@gmail.com
365,http://www.peldicarota.it/,info@peldicarota.it
366,http://www.antichi-mestieri.it,info@antichi-mestieri.it
367,http://www.teatrocarcere-emiliaromagna.it,info@teatrocarcere-emiliaromagna.it
368,http://www.teatrocontinuo.it/,info@teatrocontinuo.it
369,http://www.cinemazero.org,cinemazero@cinemazero.it
370,http://www.anticorpi.org,coordinamento@anticorpi.org
371,http://www.anticorpi.org,direzione@cantieridanza.org
372,http://www.anticorpi.org,org@danzaurbana.it
373,http://www.anticorpi.org,info@europateatri.191.it
374,http://www.anticorpi.org,info@arboreto.org
375,http://www.anticorpi.org,info@santarcangelofestival.com
376,http://www.anticorpi.org,m.pedroni@comune.fe.it
377,http://www.anticorpi.org,direzione@tirdanza.it
378,http://www.anticorpi.org,ufficiopersonale@teatrogiocovita.it
379,http://www.teatrodelinutile.com/,info@teatrodelinutile.com
380,http://www.teatrodelinutile.com/,direzione@teatrodelinutile.com
381,http://www.teatrodelinutile.com/,distribuzione@teatrodelinutile.com
382,http://www.teatrodelinutile.com/,comunicazione@teatrodelinutile.com
383,http://www.cini.it,fondazionegiorgiocini@pec.it
384,http://www.cini.it,segr.gen@cini.it
385,http://www.cini.it,stampa@cini.it
386,http://www.cini.it,marketing@cini.it
387,http://www.cini.it,ufficio.editoriale@cini.it
388,http://www.cini.it,centrobranca@cini.it
389,http://www.cini.it,congressi@cini.it
390,http://www.cini.it,coordinamento.biblioteche@cini.it
391,http://www.cini.it,arte@cini.it
392,http://www.cini.it,storia@cini.it
393,http://www.cini.it,musica@cini.it
394,http://www.cini.it,vivaldi@cini.it
395,http://www.cini.it,musica.comparata@cini.it
396,http://www.cini.it,musica.antica@cini.it
397,http://www.cini.it,teatromelodramma@cini.it
398,http://www.cini.it,accademiasangiorgio@cini.it
399,http://www.teatrofuorirotta.it/,info@teatrofuorirotta.it
400,http://www.appaloosaitaly.com/,edieffe@ymail.com
401,http://www.appaloosaitaly.com/,info@teamforyou.net
402,http://www.circolodellalirica.it,3200578485artes.padova@gmail.com
403,http://www.circolodellalirica.it,ufficiostampa@circolodellalirica.it
404,http://www.piccolo-padova.it,info@piccolo-padova.it
405,http://www.piccolo-padova.it,info@teatroespettacolo.com
406,http://www.teatroinvisibile.it,info@teatroinvisibile.it
407,http://www.teatroinvisibile.it,antoniocargnello@gmail.com
408,http://www.teatroinvisibile.it,saracele@hotmail.com
409,http://www.planetariopadova.it/index.php,segreteria@planetariopadova.it
410,http://www.apsprometeus.it/,prometeus.padova@gmail.com
411,http://www.teatrolaterale.it,info@teatrolaterale.it
412,http://www.arcadinoi.org,info@arcadinoi.it
413,http://www.circolosantaceciliapd.it,webmaster@circolosantaceciliapd.it
414,http://www.teatronecessario.it/,info@teatronecessario.it
415,http://www.teatronecessario.it/,daisy@teatronecessario.it
416,http://www.teatronucleo.org,info@teatronucleo.org
417,http://www.teatronucleo.org,organizzazione@teatronucleo.org
418,http://www.teatronucleo.org,cett@teatronucleo.org
419,http://www.teatronucleo.org,amministrazione@teatronucleo.org
420,http://www.archibiodesign.org,info@archibiodesign.org
421,http://www.cittadarte.emilia-romagna.it,supportocitta@aptservizi.com
422,http://www.cittadarte.emilia-romagna.it,supportoweb@aptservizi.com
423,http://www.professionisti.it,info@professionisti.it
424,http://www.arcipadova.org,padova@arci.it
425,http://www.arcipadova.org,info@festacontinua.it
426,http://www.ardasantacroce.it/,info@ardasantacroce.it
428,http://www.uaar.it/padova,padova@uaar.it
429,http://www.armoniedellasera.it,info@armoniedellasera.it
430,http://www.armoniedellasera.it,ufficiostampa@armoniedellasera.it
431,http://www.cmarypoppins.com/,info@mary-poppins.it
432,http://www.balletcenter.it,info@balletcenter.it
433,http://www.cocolocopadova.it,info@cocolocopadova.it
434,http://www.cocolocopadova.it,presidente@cocolocopadova.it
435,http://www.cocolocopadova.it,nicola@cocolocopadova.it
436,http://www.ballilatini.it,info@ballilatini.it
437,http://www.uisp.it/padova/,padova@uisp.it
438,http://www.usarcella.com/,info@usarcella.com
439,http://www.biorekk.org,info@biorekk.org
440,http://www.ustorre.org/,INFOUSTORRE@GMAIL.COM
441,http://www.ustorre.org/,lorenzino.cardin@telecomitalia.it
442,http://www.ustorre.org/,infoustorre@gmail.com
443,http://www.validealternative.com/,validealternative@yahoo.com
444,http://www.veciapadova.org/,veciapadova@gmail.com
445,http://www.veciapadova.org/,sicampa@gmail.com
446,http://www.venetofactory.com,info@venetofactory.com
447,http://www.sa-ero.archivi.beniculturali.it,ero@beniculturali.it
448,http://www.sanmarcocalcio.com/,info@sanmarcocalcio.com
449,http://www.mopl.it,info@mopl.it
450,http://www.federdanza-agis.org,info@federdanza-agis.com
451,http://www.motusmundi.it/,info@motusmundi.it
452,http://www.motusmundi.it/,annaluck@yahoo.it
453,http://www.motusmundi.it/,info@motusmundi.itP
454,http://www.santegidio.org/,info@santegidio.org
455,http://www.santegidio.org/,santegidio_firenze@hotmail.com
456,http://www.santegidio.org/,s.egidiogenova@gmail.com
457,http://www.santegidio.org/,santegidiolivorno@gmail.com
458,http://www.santegidio.org/,comunidad@santegidiomadrid.org
459,http://www.santegidio.org/,santegidiousa@gmail.com
460,http://www.santegidio.org/,santegidio@aol.com
461,http://www.santegidio.org/,santegidio@seznam.cz
462,http://www.felixefido.it,felixfido.info@gmail.com
463,http://www.liltpadova.it/,segreteria@liltpadova.it
464,http://www.luciasardo.it,info@luciasardo.it
465,http://www.luciasardo.it,maurizio.leonardi@yahoo.co.uk
466,http://www.macine.net,silvia.sbordoni@gmail.com
467,http://www.mancikalalu.org,mancikalalu@gmail.com
468,http://www.mappaluna.it,info@mappaluna.it
469,http://www.marcadoc.com,info@marcadoc.it
470,http://www.marcellinovais.it,info@marcellinovais.it
471,http://www.melodiedoriente.it/,info@melodiedoriente.it
472,http://www.metaarte.it,info@metaarte.it
473,http://www.metaarte.it,info@metaarte.it.it
474,http://www.mfe.it,mfe@mfe.it
475,http://www.mideando.it,mideando@gmail.com
476,http://www.minicizotti.it,info@minicizotti.it
477,http://www.mirpadova.org,mirsezpd@libero.it
478,http://www.mirpadova.org,office@ifor.org
479,http://www.mirpadova.org,segreteria@miritalia.org
480,http://www.museovenetogiocattolo.it/,segreteria@museovenetogiocattolo.it
481,http://www.vivi-amovillabreda.blogspot.it/,associazione.viviamovillabreda@gmail.com
482,http://www.vivi-amovillabreda.blogspot.it/,lucia.barbato@tiscali.it
483,http://www.estatemusicalefrentana.it,segreteria@estatemusicalefrentana.it
484,http://www.festaperte.org/,info@festaperte.org
485,http://www.flautomagico.it,formigine@flautomagico.it
486,http://www.flautomagico.it,maranello@flautomagico.it
487,http://www.flautomagico.it,modena@flautomagico.it
488,http://www.flautomagico.it,castelnuovo@flautomagico.it
